seat_id,seat_number,seat_name,division,district,party,candidate,votes
319141,177,Dhaka 4,Dhaka,Dhaka,Bangladesh Sangskritik Muktijote (BSM),Sahel Ahmed Shohel,128
319141,177,Dhaka 4,Dhaka,Dhaka,Bangladesh Jamaat-e-Islami (Jamaat),Sayed Joynul Abedin,77367
319141,177,Dhaka 4,Dhaka,Dhaka,Islami Andolan Bangladesh (IAB),Sayed Md. Mosaddek Billah,6518
319146,178,Dhaka 5,Dhaka,Dhaka,Communist Party of Bangladesh (CPB),Tofazzal Hossain Mostofa,206
319146,178,Dhaka 5,Dhaka,Dhaka,Jatiya Party (JaPa),Mir Abdus Sabur,1346
319146,178,Dhaka 5,Dhaka,Dhaka,Bangladesh Jamaat-e-Islami (Jamaat),Md. Kamal Hossain,96641
319146,178,Dhaka 5,Dhaka,Dhaka,Islami Andolan Bangladesh (IAB),Md. Ibrahim,14204
319146,178,Dhaka 5,Dhaka,Dhaka,Bangladesh Labour Party,Md. Golam Azom,81
319146,178,Dhaka 5,Dhaka,Dhaka,Bangladesh Sangskritik Muktijote (BSM),Md. Taifur Rahman Rahi,35
319146,178,Dhaka 5,Dhaka,Dhaka,Bangladesh Nationalist Party (BNP),Md. Nabi Ullah,87491
319146,178,Dhaka 5,Dhaka,Dhaka,Bangladesh Congress,Md. Saiful Alam,262
319146,178,Dhaka 5,Dhaka,Dhaka,Bangladesh Liberal Democratic Party (LDP),Md. Humayun Kabir,788
319146,178,Dhaka 5,Dhaka,Dhaka,Socialist Party of Bangladesh (Marxist) (SPB-M),Sahinur Akter Sumi,221
319146,178,Dhaka 5,Dhaka,Dhaka,Gono Odhikar Parishad (GOP),Sayed Md. Ibrahim,93
319151,179,Dhaka 6,Dhaka,Dhaka,Jatiya Party (JaPa),Amir Uddin Ahmed,1778
319151,179,Dhaka 6,Dhaka,Dhaka,Gono Front (GF),Ahmed Ali Sheikh,152
319151,179,Dhaka 6,Dhaka,Dhaka,Bangladesh Nationalist Party (BNP),Ishraque Hossain,78850
319151,179,Dhaka 6,Dhaka,Dhaka,Bangladesh Muslim League (BML),Md. Aktar Hossain,245
319151,179,Dhaka 6,Dhaka,Dhaka,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abdul Mannan,55697
319151,179,Dhaka 6,Dhaka,Dhaka,Bangladesh Congress,Md. Yunus Ali Akand,319
319151,179,Dhaka 6,Dhaka,Dhaka,Gono Odhikar Parishad (GOP),Md. Fakhrul Islam,138
319156,180,Dhaka 7,Dhaka,Dhaka,Bangladesh Sangskritik Muktijote (BSM),Maksudur Rahman,150
319156,180,Dhaka 7,Dhaka,Dhaka,Independent Candidate (Independent),Md. Ishak Sarkar,11517
319156,180,Dhaka 7,Dhaka,Dhaka,Jatiya Party (JaPa),Md. Saifuddin Ahmed Milon,2294
319156,180,Dhaka 7,Dhaka,Dhaka,Islami Andolan Bangladesh (IAB),Md. Abdur Rahman,5081
319156,180,Dhaka 7,Dhaka,Dhaka,Bangladesh Jamaat-e-Islami (Jamaat),Md. Enayet Ullah,98483
319156,180,Dhaka 7,Dhaka,Dhaka,Bangladesh Jatiya Party (BJP),Md. Shahidul Islam,98
319156,180,Dhaka 7,Dhaka,Dhaka,Bangladesh Khelafat Andolon (BKA),Md. Habibullah,2783
319156,180,Dhaka 7,Dhaka,Dhaka,Bangladesh Republican Party (BRP),Shafiqur Rahman,218
319156,180,Dhaka 7,Dhaka,Dhaka,Jatiya Samajtantrik Dal (JSD),Shahana Selim,208
319156,180,Dhaka 7,Dhaka,Dhaka,Socialist Party of Bangladesh (Marxist) (SPB-M),Sima Dutta,677
319156,180,Dhaka 7,Dhaka,Dhaka,Bangladesh Nationalist Party (BNP),Hamidur Rahman,104666
319161,181,Dhaka 8,Dhaka,Dhaka,Socialist Party of Bangladesh (Marxist) (SPB-M),A. H. M. Rafiquzzaman Akanda,96
319161,181,Dhaka 8,Dhaka,Dhaka,Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad),A. F. M. Ismail Chowdhury,56
319161,181,Dhaka 8,Dhaka,Dhaka,Bangladesh Islami Front (BIF),S. M. Sarowar,326
319161,181,Dhaka 8,Dhaka,Dhaka,Islami Andolan Bangladesh (IAB),Kefayet Ullah,1436
319161,181,Dhaka 8,Dhaka,Dhaka,Communist Party of Bangladesh (CPB),Tridip Kumar Saha,714
319161,181,Dhaka 8,Dhaka,Dhaka,Bangladesh Nationalist Party (BNP),Mirza Abbas Uddin Ahmed,59366
319161,181,Dhaka 8,Dhaka,Dhaka,National Citizen Party (NCP),Md. Nasiruddin Patwary,54127
319161,181,Dhaka 8,Dhaka,Dhaka,Gono Odhikar Parishad (GOP),Meghna Alam,608
319161,181,Dhaka 8,Dhaka,Dhaka,Janotar Dol,Md. Golam Sarowar,129
319161,181,Dhaka 8,Dhaka,Dhaka,Jatiya Party (JaPa),Md. Juber Alam Khan,731
319161,181,Dhaka 8,Dhaka,Dhaka,Bangladesh Sangskritik Muktijote (BSM),Md. Russel Kabir,78
319166,182,Dhaka 9,Dhaka,Dhaka,Jatiya Party (JaPa),Kazi Abul Khair,1202
319166,182,Dhaka 9,Dhaka,Dhaka,Independent Candidate (Independent),Tasnim Jara,44684
319166,182,Dhaka 9,Dhaka,Dhaka,Socialist Party of Bangladesh (Marxist) (SPB-M),Khandaker Mizanur Rahman,93
319166,182,Dhaka 9,Dhaka,Dhaka,Bangladesh Nationalist Front (BNF),Md. Shafi Ullah Chowdhury,124
319166,182,Dhaka 9,Dhaka,Dhaka,Gono Forum (GF),Nazma Akhtar,171
319166,182,Dhaka 9,Dhaka,Dhaka,Insaniyat Biplob Bangladesh (IBB),Nahid Hasan Chowdhury Junaid,131
319166,182,Dhaka 9,Dhaka,Dhaka,Bangladesh Muslim League (BML),Masud Hossain,118
319166,182,Dhaka 9,Dhaka,Dhaka,National Citizen Party (NCP),Javed Rasin,53460
319166,182,Dhaka 9,Dhaka,Dhaka,Communist Party of Bangladesh (CPB),Md. Moniruzzaman,462
319166,182,Dhaka 9,Dhaka,Dhaka,Islami Andolan Bangladesh (IAB),Shah Iftekhar Ahsan,5827
319166,182,Dhaka 9,Dhaka,Dhaka,National People's Party (NPP),Shaheen Khan,204
319166,182,Dhaka 9,Dhaka,Dhaka,Bangladesh Nationalist Party (BNP),Habibur Rashid,111212
319076,183,Dhaka 10,Dhaka,Dhaka,Bangladesh Jamaat-e-Islami (Jamaat),Md. Jasim Uddin Sarkar,77136
319076,183,Dhaka 10,Dhaka,Dhaka,Bangladesh Nationalist Party (BNP),Sheikh Rabiul Alam,80436
319081,184,Dhaka 11,Dhaka,Dhaka,Bangladesh Nationalist Party (BNP),M. A. Quayum,91833
319081,184,Dhaka 11,Dhaka,Dhaka,Bangladesh Sangskritik Muktijote (BSM),Kazi Md. Shahidullah,196
319081,184,Dhaka 11,Dhaka,Dhaka,Gono Forum (GF),Md. Abdul Kader,130
319081,184,Dhaka 11,Dhaka,Dhaka,Gono Odhikar Parishad (GOP),Md. Arifur Rahman,81
319081,184,Dhaka 11,Dhaka,Dhaka,Bangladesh Republican Party (BRP),Md. Zakir Hossain,283
319081,184,Dhaka 11,Dhaka,Dhaka,National Citizen Party (NCP),Md. Nahid Islam,93872
319081,184,Dhaka 11,Dhaka,Dhaka,National People's Party (NPP),Md. Mizanur Rahman,241
319081,184,Dhaka 11,Dhaka,Dhaka,Jatiya Party (JaPa),Shamim Ahmed,1048
319081,184,Dhaka 11,Dhaka,Dhaka,Islami Andolan Bangladesh (IAB),Sheikh Md. Fazle Bari Masud,4375
319081,184,Dhaka 11,Dhaka,Dhaka,Independent Candidate (Independent),Kohinoor Akhter Bithi,794
319086,185,Dhaka 12,Dhaka,Dhaka,Gono Odhikar Parishad (GOP),Abul Bashar Chowdhury,115
319086,185,Dhaka 12,Dhaka,Dhaka,Communist Party of Bangladesh (CPB),Kallol Banik,453
319086,185,Dhaka 12,Dhaka,Dhaka,Ganosanhati Andolan (GSA),Taslima Akhter,1511
319086,185,Dhaka 12,Dhaka,Dhaka,Janotar Dol,Farid Ahmed,175
319086,185,Dhaka 12,Dhaka,Dhaka,Islami Andolan Bangladesh (IAB),Mahmudul Hasan,2058
319086,185,Dhaka 12,Dhaka,Dhaka,Bangladesh Sangskritik Muktijote (BSM),Muntasir Mahmud,115
319086,185,Dhaka 12,Dhaka,Dhaka,Bangladesh Islami Front (BIF),Md. Shahjalal,184
319086,185,Dhaka 12,Dhaka,Dhaka,Amjanatar Dol,Md. Tarek Rahman,1044
319086,185,Dhaka 12,Dhaka,Dhaka,Bangladesh Jamaat-e-Islami (Jamaat),Md. Saiful Alam,53773
319086,185,Dhaka 12,Dhaka,Dhaka,Revolutionary Workers Party of Bangladesh (RWPB),Saiful Huq,30963
319086,185,Dhaka 12,Dhaka,Dhaka,Independent Candidate (Independent),Saiful Alam Nirob,29869
319086,185,Dhaka 12,Dhaka,Dhaka,Nationalist Democratic Movement (NDM),Mominul Amin,58
319086,185,Dhaka 12,Dhaka,Dhaka,Jatiya Party (JaPa),Sarkar Md. Salahuddin,1770
319086,185,Dhaka 12,Dhaka,Dhaka,Insaniyat Biplob Bangladesh (IBB),Mst. Salma Akter,133
319086,185,Dhaka 12,Dhaka,Dhaka,Bangladesh Jatiya Party (BJP),Md. Naeem Hasan,47
319091,186,Dhaka 13,Dhaka,Dhaka,Gono Odhikar Parishad (GOP),Mizanur Rahman,336
319091,186,Dhaka 13,Dhaka,Dhaka,Independent Candidate (Independent),Sohel Rana,711
319091,186,Dhaka 13,Dhaka,Dhaka,Bangladesh Minority Janata Party (BMJP),Md. Shahabuddin,331
319091,186,Dhaka 13,Dhaka,Dhaka,Bangladesh Samajtantrik Dal (Basad),Md. Khalekuzzaman,486
319091,186,Dhaka 13,Dhaka,Dhaka,Bangladesh Khelafat Majlish (BKM),Md. Mamunul Haque,86067
319091,186,Dhaka 13,Dhaka,Dhaka,Bangladesh Nationalist Party (BNP),Bobby Hajjaj,88387
319091,186,Dhaka 13,Dhaka,Dhaka,Bangladesh Muslim League (BML),Shahriar Iftekhar,464
319091,186,Dhaka 13,Dhaka,Dhaka,Insaniyat Biplob Bangladesh (IBB),Fatema Akter Munia,513
319091,186,Dhaka 13,Dhaka,Dhaka,Independent Candidate (Independent),Sheikh Md. Robiul Islam,972
319096,187,Dhaka 14,Dhaka,Dhaka,Jatiya Samajtantrik Dal (JSD),Nurul Amin,219
319096,187,Dhaka 14,Dhaka,Dhaka,Bangladesh Jamaat-e-Islami (Jamaat),Mir Ahmad Bin Quasem,101113
319096,187,Dhaka 14,Dhaka,Dhaka,Amar Bangladesh Party (AB),Md. Moniruzzaman,138
319096,187,Dhaka 14,Dhaka,Dhaka,Islami Andolan Bangladesh (IAB),Md. Abu Yusuf,3760
319096,187,Dhaka 14,Dhaka,Dhaka,Bangladesh Supreme Party (BSP),Md. Osman Ali,302
319096,187,Dhaka 14,Dhaka,Dhaka,Gono Forum (GF),Md. Jasim Uddin,79
319096,187,Dhaka 14,Dhaka,Dhaka,Bangladesh Republican Party (BRP),Md. Liton,83
319096,187,Dhaka 14,Dhaka,Dhaka,Jatiya Party (JaPa),Md. Helal Uddin,857
319096,187,Dhaka 14,Dhaka,Dhaka,Bangladesh Nationalist Party (BNP),Sanjida Islam,83323
319096,187,Dhaka 14,Dhaka,Dhaka,Independent Candidate (Independent),Syed Abu Bakar Siddiqui,16328
319096,187,Dhaka 14,Dhaka,Dhaka,Communist Party of Bangladesh (CPB),Riaz Uddin,369
319096,187,Dhaka 14,Dhaka,Dhaka,Bangladesh Liberal Democratic Party (LDP),Md. Sohel Rana,385
319101,188,Dhaka 15,Dhaka,Dhaka,Bangladesh Jamaat-e-Islami (Jamaat),Md. Shafiqur Rahman,85131
319101,188,Dhaka 15,Dhaka,Dhaka,Bangladesh Nationalist Party (BNP),Md. Safiqul Islam Khan,63517
319101,188,Dhaka 15,Dhaka,Dhaka,Jatiya Party (JaPa),Md. Shamsul Haque,1421
319101,188,Dhaka 15,Dhaka,Dhaka,Communist Party of Bangladesh (CPB),Md. Nilav Parvez,705
319101,188,Dhaka 15,Dhaka,Dhaka,Bangladesh Supreme Party (BSP),Mubarak Hossain,326
319101,188,Dhaka 15,Dhaka,Dhaka,Janotar Dol,Khan Shoaib Amanullah,378
319101,188,Dhaka 15,Dhaka,Dhaka,Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad),Md. Ashfaqur Rahman,210
319101,188,Dhaka 15,Dhaka,Dhaka,Communist Party of Bangladesh (CPB),Ahmed Sajedul Haque,796
319106,189,Dhaka 16,Dhaka,Dhaka,Jatiya Party (JaPa),Md. Sultan Ahmed Selim,1464
319106,189,Dhaka 16,Dhaka,Dhaka,Bangladesh Nationalist Party (BNP),Md. Aminul Huq,85467
319106,189,Dhaka 16,Dhaka,Dhaka,Bangladesh Jamaat-e-Islami (Jamaat),Md. Abdul Baten,88828
319106,189,Dhaka 16,Dhaka,Dhaka,Islami Andolan Bangladesh (IAB),Md. Saiful Islam,3679
319106,189,Dhaka 16,Dhaka,Dhaka,Bangladesh Khelafat Andolon (BKA),Md. Touhiduzzaman,102
319106,189,Dhaka 16,Dhaka,Dhaka,Bangladesh Sangskritik Muktijote (BSM),Md. Abdul Quader Jilani,142
319106,189,Dhaka 16,Dhaka,Dhaka,Gono Odhikar Parishad (GOP),Md. Mamun Hossain,109
319106,189,Dhaka 16,Dhaka,Dhaka,Bangladesh Labour Party,Alhajj A. K. M. Moazzem Hossain,494
319106,189,Dhaka 16,Dhaka,Dhaka,National People's Party (NPP),Md. Tariqul Islam,167
319106,189,Dhaka 16,Dhaka,Dhaka,Bangladesh Jatiya Party (BJP),Md. Nazmul Haque,138
319106,189,Dhaka 16,Dhaka,Dhaka,Socialist Party of Bangladesh (Marxist) (SPB-M),Md. Rashidul Islam,209
319111,190,Dhaka 17,Dhaka,Dhaka,Bangladesh Nationalist Party (BNP),Tarique Rahman,72699
319111,190,Dhaka 17,Dhaka,Dhaka,Bangladesh Jamaat-e-Islami (Jamaat),S. M. Khalekuzzaman,68300
319111,190,Dhaka 17,Dhaka,Dhaka,Jatiya Party (JaPa),Atiq Ahmed,1168
319111,190,Dhaka 17,Dhaka,Dhaka,Islami Andolan Bangladesh (IAB),Md. Ullah,1768
319111,190,Dhaka 17,Dhaka,Dhaka,Bangladesh Jatiya Party (BJP),Kamrul Hasan Nasim,92
319111,190,Dhaka 17,Dhaka,Dhaka,Insaniyat Biplob Bangladesh (IBB),Manzoor Humayun,80
319111,190,Dhaka 17,Dhaka,Dhaka,Independent Candidate (Independent),Md. Anisuzzaman Khokon,111
319111,190,Dhaka 17,Dhaka,Dhaka,Jatiya Party (Manju) (JP–Manju),Tapu Raihan,1041
319111,190,Dhaka 17,Dhaka,Dhaka,Independent Candidate (Independent),Kazi Enayet Ullah,167
319111,190,Dhaka 17,Dhaka,Dhaka,Bangladesh Congress,Md. Shamim Ahmed,130
319111,190,Dhaka 17,Dhaka,Dhaka,Bangladesh Labour Party,Md. Rashedul Haque,60
319111,190,Dhaka 17,Dhaka,Dhaka,Bangladesh Nationalist Front (BNF),S. M. Abul Kalam Azad,61
319116,191,Dhaka 18,Dhaka,Dhaka,National Citizen Party (NCP),Ariful Islam,111297
319116,191,Dhaka 18,Dhaka,Dhaka,Bangladesh Nationalist Party (BNP),S. M. Jahangir Hossain,144715
319116,191,Dhaka 18,Dhaka,Dhaka,Islami Andolan Bangladesh (IAB),Md. Anwar Hossain,4727
319116,191,Dhaka 18,Dhaka,Dhaka,Jatiya Party (JaPa),Md. Zakir Hossain,2557
319116,191,Dhaka 18,Dhaka,Dhaka,Independent Candidate (Independent),Md. Mohiuddin Howlader,3205
319116,191,Dhaka 18,Dhaka,Dhaka,Bangladesh Samajtantrik Dal (Basad),Syed Harun Ur Rashid,260
319116,191,Dhaka 18,Dhaka,Dhaka,National People's Party (NPP),Mrs. Sabina Javed,301
319116,191,Dhaka 18,Dhaka,Dhaka,Bangladesh Islami Front (BIF),Md. Jasim Uddin,1647
319116,191,Dhaka 18,Dhaka,Dhaka,Independent Candidate (Independent),Md. Ismail Hossain,930
319116,191,Dhaka 18,Dhaka,Dhaka,Nagorik Oikya (NO),Mahmudur Rahman Manna,350
319121,192,Dhaka 19,Dhaka,Dhaka,National Citizen Party (NCP),Dilshana Parul,125283
319121,192,Dhaka 19,Dhaka,Dhaka,Bangladesh Nationalist Party (BNP),Dewan Md. Salahuddin,190976
319131,193,Dhaka 20,Dhaka,Dhaka,Bangladesh Nationalist Party (BNP),Md. Tamiz Uddin,162504
319131,193,Dhaka 20,Dhaka,Dhaka,Jatiya Party (JaPa),Ahsan Khan,3135
319131,193,Dhaka 20,Dhaka,Dhaka,Khelafat Majlis,Md. Ashraf Ali,9255
319131,193,Dhaka 20,Dhaka,Dhaka,Amar Bangladesh Party (AB),Helal Uddin Ahmed,492
319131,193,Dhaka 20,Dhaka,Dhaka,National Citizen Party (NCP),Nabila Tasnid,57787
319131,193,Dhaka 20,Dhaka,Dhaka,Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad),Md. Arzu Mia,207
319286,194,Gazipur 1,Dhaka,Gazipur,Bangladesh Nationalist Party (BNP),Md. Mojibur Rahman,208688
319286,194,Gazipur 1,Dhaka,Gazipur,Independent Candidate (Independent),Md. Imarat Hossain Khan,6703
319286,194,Gazipur 1,Dhaka,Gazipur,Jatiya Party (JaPa),S. M. Shafiqul Islam,3325
319286,194,Gazipur 1,Dhaka,Gazipur,Bangladesh Labour Party,Chowdhury Irad Ahmed Siddiqui,168
319286,194,Gazipur 1,Dhaka,Gazipur,Gono Front (GF),Atiqul Islam,129
319286,194,Gazipur 1,Dhaka,Gazipur,Socialist Party of Bangladesh (Marxist) (SPB-M),Taslima Akhter,232
319286,194,Gazipur 1,Dhaka,Gazipur,Bangladesh Jamaat-e-Islami (Jamaat),Md. Shah Alam Bakshi,149553
319286,194,Gazipur 1,Dhaka,Gazipur,Islami Andolan Bangladesh (IAB),Ruhul Amin,5696
319291,195,Gazipur 2,Dhaka,Gazipur,Gono Front (GF),Atiqul Islam,200
319291,195,Gazipur 2,Dhaka,Gazipur,Islami Andolan Bangladesh (IAB),Hanif Sarkar,12657
319291,195,Gazipur 2,Dhaka,Gazipur,Communist Party of Bangladesh (CPB),Md. Ziaul Kabir,1397
319291,195,Gazipur 2,Dhaka,Gazipur,Insaniyat Biplob Bangladesh (IBB),Sarkar Taslima Afroz,417
319291,195,Gazipur 2,Dhaka,Gazipur,Socialist Party of Bangladesh (Marxist) (SPB-M),Masud Reza,250
319291,195,Gazipur 2,Dhaka,Gazipur,Bangladesh Nationalist Party (BNP),M. Manjurul Karim Roni,188606
319291,195,Gazipur 2,Dhaka,Gazipur,Jatiya Party (JaPa),Md. Mahbub Alam,4125
319291,195,Gazipur 2,Dhaka,Gazipur,National Citizen Party (NCP),Ali Nasser Khan,140950
319291,195,Gazipur 2,Dhaka,Gazipur,Independent Candidate (Independent),Jeet Barua,444
319291,195,Gazipur 2,Dhaka,Gazipur,Bangladesh Samajtantrik Dal (Basad),Md. Abdul Qayyum,1155
319291,195,Gazipur 2,Dhaka,Gazipur,Janotar Dol,Md. Shariful Islam,537
319291,195,Gazipur 2,Dhaka,Gazipur,Gono Odhikar Parishad (GOP),Mahfuzur Rahman Khan,245
319296,196,Gazipur 3,Dhaka,Gazipur,Bangladesh Nationalist Party (BNP),S. M. Rafiqul Islam,162343
319296,196,Gazipur 3,Dhaka,Gazipur,Jatiya Party (JaPa),Md. Nazim Uddin,1995
319296,196,Gazipur 3,Dhaka,Gazipur,Islami Oikya Jote (IOJ),Ha. Mao. Mufti Shamim Ahmed,2332
319296,196,Gazipur 3,Dhaka,Gazipur,Bangladesh Khelafat Majlish (BKM),Md. Ehsanul Haque,100539
319296,196,Gazipur 3,Dhaka,Gazipur,Independent Candidate (Independent),Md. Izadur Rahman Chowdhury,21963
319296,196,Gazipur 3,Dhaka,Gazipur,Bangladesh Samajtantrik Dal (Basad),Ashiqul Islam Piyal,484
319296,196,Gazipur 3,Dhaka,Gazipur,Islami Andolan Bangladesh (IAB),Alamgir Hossain,6036
319301,197,Gazipur 4,Dhaka,Gazipur,Bangladesh Nationalist Party (BNP),Shah Riazul Hannan,90390
319301,197,Gazipur 4,Dhaka,Gazipur,Amjanatar Dol,Md. Zakir Hossain,278
319301,197,Gazipur 4,Dhaka,Gazipur,Islami Andolan Bangladesh (IAB),Md. Kazim Uddin,2348
319301,197,Gazipur 4,Dhaka,Gazipur,Independent Candidate (Independent),Md. Shafiullah,1521
319301,197,Gazipur 4,Dhaka,Gazipur,National People's Party (NPP),Monir Hossain,135
319301,197,Gazipur 4,Dhaka,Gazipur,Bangladesh Jamaat-e-Islami (Jamaat),Salah Uddin,101779
319301,197,Gazipur 4,Dhaka,Gazipur,Jatiya Party (JaPa),Enamul Kabir,2147
319301,197,Gazipur 4,Dhaka,Gazipur,Communist Party of Bangladesh (CPB),Manabendra Dev,1091
319306,198,Gazipur 5,Dhaka,Gazipur,Bangladesh Jamaat-e-Islami (Jamaat),Md. Khairul Hasan,78123
319306,198,Gazipur 5,Dhaka,Gazipur,Islami Andolan Bangladesh (IAB),Gazi Ataur Rahman,4411
319306,198,Gazipur 5,Dhaka,Gazipur,Bangladesh Nationalist Party (BNP),A. K. M. Fazlul Haque Milon,133869
319306,198,Gazipur 5,Dhaka,Gazipur,Janotar Dol,Md. Azam Khan,6592
319306,198,Gazipur 5,Dhaka,Gazipur,Gono Forum (GF),Md. Kajal Bhuya,223
319306,198,Gazipur 5,Dhaka,Gazipur,Islamic Front Bangladesh (IFB),Md. Al Amin Dewan,837
319306,198,Gazipur 5,Dhaka,Gazipur,Jatiya Party (JaPa),Md. Shafiuddin Sarkar,1497
319911,199,Narsingdi 1,Dhaka,Narsingdi,Bangladesh Nationalist Party (BNP),Khairul Kabir Khokon,161405
319911,199,Narsingdi 1,Dhaka,Narsingdi,Insaniyat Biplob Bangladesh (IBB),Hamidul Haque Parvez,207
319911,199,Narsingdi 1,Dhaka,Narsingdi,Bangladesh Jamaat-e-Islami (Jamaat),Md. Ibrahim Bhuya,95349
319911,199,Narsingdi 1,Dhaka,Narsingdi,Bangladesh Islami Front (BIF),Sakhawat Hossain,955
319911,199,Narsingdi 1,Dhaka,Narsingdi,Jatiya Party (JaPa),Md. Mustafa Jamal,1012
319911,199,Narsingdi 1,Dhaka,Narsingdi,Islami Andolan Bangladesh (IAB),Md. Ashraf Hossain Bhuya,13547
319911,199,Narsingdi 1,Dhaka,Narsingdi,Gono Odhikar Parishad (GOP),Shireen Akter,485
319911,199,Narsingdi 1,Dhaka,Narsingdi,Gono Forum (GF),Shahiduzzaman Chowdhury,179
319916,200,Narsingdi 2,Dhaka,Narsingdi,Bangladesh Jamaat-e-Islami (Jamaat),Md. Amjad Hossain,55920
319916,200,Narsingdi 2,Dhaka,Narsingdi,Insaniyat Biplob Bangladesh (IBB),Md. Ibrahim,235
319916,200,Narsingdi 2,Dhaka,Narsingdi,Jatiya Party (JaPa),A. N. M. Rafiqul Alam Saleem,1285
319916,200,Narsingdi 2,Dhaka,Narsingdi,National Citizen Party (NCP),Md. Golam Sarwar,53460
319916,200,Narsingdi 2,Dhaka,Narsingdi,Bangladesh Nationalist Party (BNP),Abdul Moin Khan,92739
319916,200,Narsingdi 2,Dhaka,Narsingdi,Islamic Front Bangladesh (IFB),Asif Iqbal,708
319921,201,Narsingdi 3,Dhaka,Narsingdi,Zaker Party (ZP),Abu Sadat Md. Sayem Ali Pathan,1748
319921,201,Narsingdi 3,Dhaka,Narsingdi,Insaniyat Biplob Bangladesh (IBB),Raihan Mia,622
319921,201,Narsingdi 3,Dhaka,Narsingdi,Jatiya Party (JaPa),A. K. M. Rezaul Karim,266
319921,201,Narsingdi 3,Dhaka,Narsingdi,Bangladesh Nationalist Party (BNP),Manzoor Elahi,82061
319921,201,Narsingdi 3,Dhaka,Narsingdi,Bangladesh Jamaat-e-Islami (Jamaat),Md. Mostafizur Rahman,5066
319921,201,Narsingdi 3,Dhaka,Narsingdi,Bangladesh Khelafat Majlish (BKM),Md. Rakibul Islam,25493
319921,201,Narsingdi 3,Dhaka,Narsingdi,Islami Andolan Bangladesh (IAB),Md. Wayez Hossain Bhuiyan,6483
319921,201,Narsingdi 3,Dhaka,Narsingdi,Independent Candidate (Independent),Md. Ariful Islam Mridha,45682
319926,202,Narsingdi 4,Dhaka,Narsingdi,Jatiya Party (JaPa),Md. Kamal Uddin,1172
319926,202,Narsingdi 4,Dhaka,Narsingdi,Bangladesh Congress,Kazi Shariful Islam,163
319926,202,Narsingdi 4,Dhaka,Narsingdi,Islami Andolan Bangladesh (IAB),Md. Saifullah,7079
319926,202,Narsingdi 4,Dhaka,Narsingdi,Bangladesh Nationalist Party (BNP),Sardar Md. Sakhawat Hossain,163392
319926,202,Narsingdi 4,Dhaka,Narsingdi,Insaniyat Biplob Bangladesh (IBB),Md. Milan Mia,1728
319926,202,Narsingdi 4,Dhaka,Narsingdi,Communist Party of Bangladesh (CPB),Kazi Sajjad Zahir,839
319926,202,Narsingdi 4,Dhaka,Narsingdi,Bangladesh Khelafat Majlish (BKM),Md. Nasir Uddin,464
319926,202,Narsingdi 4,Dhaka,Narsingdi,Janotar Dol,Abu Darda Md. Maj,454
319926,202,Narsingdi 4,Dhaka,Narsingdi,Bangladesh Jamaat-e-Islami (Jamaat),Md. Jahangir Alam,78744
319931,203,Narsingdi 5,Dhaka,Narsingdi,Independent Candidate (Independent),Taufiqur Rahman,1256
319931,203,Narsingdi 5,Dhaka,Narsingdi,Jatiya Party (JaPa),Meherun Nesha Khan Hena,500
319931,203,Narsingdi 5,Dhaka,Narsingdi,Bangladesh Khelafat Majlish (BKM),Tajul Islam,44981
319931,203,Narsingdi 5,Dhaka,Narsingdi,Insaniyat Biplob Bangladesh (IBB),Tahmina Akhter,1076
319931,203,Narsingdi 5,Dhaka,Narsingdi,Bangladesh Nationalist Party (BNP),Md. Ashraf Uddin,137690
319931,203,Narsingdi 5,Dhaka,Narsingdi,Islami Andolan Bangladesh (IAB),Badruzzaman Ujjal,33109
319931,203,Narsingdi 5,Dhaka,Narsingdi,Independent Candidate (Independent),Jamal Ahmed Chowdhury,5419
319931,203,Narsingdi 5,Dhaka,Narsingdi,Independent Candidate (Independent),Md. Solaiman Khandaker,300
319931,203,Narsingdi 5,Dhaka,Narsingdi,Bangladesh Islami Front (BIF),Mashiur Rahman,2424
319881,204,Narayanganj 1,Dhaka,Narayanganj,Bangladesh Nationalist Party (BNP),Mustafizur Rahman Bhuiyan,158358
319881,204,Narayanganj 1,Dhaka,Narayanganj,Islami Andolan Bangladesh (IAB),Md. Imdadullah,7186
319881,204,Narayanganj 1,Dhaka,Narayanganj,Bangladesh Jamaat-e-Islami (Jamaat),Md. Anwar Hosen Molla,91690
319881,204,Narayanganj 1,Dhaka,Narayanganj,Independent Candidate (Independent),Md. Dulal,463
319881,204,Narayanganj 1,Dhaka,Narayanganj,Gono Odhikar Parishad (GOP),Wasim Uddin,219
319881,204,Narayanganj 1,Dhaka,Narayanganj,Communist Party of Bangladesh (CPB),Md. Moniruzzaman Chandan,261
319881,204,Narayanganj 1,Dhaka,Narayanganj,Insaniyat Biplob Bangladesh (IBB),Md. Rehan Afzal,207
319886,205,Narayanganj 2,Dhaka,Narayanganj,Bangladesh Republican Party (BRP),Md. Abu Hanif Hridoy,227
319886,205,Narayanganj 2,Dhaka,Narayanganj,Bangladesh Nationalist Party (BNP),Md. Nazrul Islam Azad,124291
319886,205,Narayanganj 2,Dhaka,Narayanganj,Bangladesh Jamaat-e-Islami (Jamaat),Md. Elias Molla,81054
