seat_name,division,district,total_voters,total_votes,top_three_candidates,top_three,bnp_votes,bnp_ratio,jamaat_votes,jamaat_ratio,democracy_platform_votes,democracy_platform_ratio,eleven_party_alliance_votes,eleven_party_alliance_ratio,bnp_alliance_votes,bnp_alliance_ratio,bnp_vs_eleven_party_alliance_votes,bnp_vs_eleven_party_alliance_ratio,Am Janata Party,Amar Bangladesh Party (AB),Amjanatar Dol,Bangladesh Congress,Bangladesh Cultural Liberation Front (Muktijot),Bangladesh Development Party,Bangladesh Development Party (BDP),Bangladesh Islami Front,Bangladesh Islami Front (BIF),Bangladesh Jamaat-e-Islami (Jamaat),Bangladesh Jatiya Party (BJP),Bangladesh Jatiya Party (Matin),Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad),Bangladesh Kallyan Party (BKP),Bangladesh Khelafat Andolon (BKA),Bangladesh Khelafat Majlish (BKM),Bangladesh Labour Party,Bangladesh Liberal Democratic Party (LDP),Bangladesh Minority Janata Party (BMJP),Bangladesh Minority People’s Party (BMJP),Bangladesh Muslim League (BML),Bangladesh National Awami Party (Bangladesh NAP),Bangladesh National Awami Party–Bangladesh NAP (BNAP),Bangladesh Nationalist Front (BNF),Bangladesh Nationalist Party (BNP),Bangladesh Nezam-e-Islam Party,Bangladesh Nezame Islam Party (BNIP),Bangladesh Republican Party (BRP),Bangladesh Samajtantrik Dal (Basad),Bangladesh Samo Odhikar Party (BEP),Bangladesh Sangskritik Muktijote (BSM),Bangladesh Socialist Party (BASAD),Bangladesh Socialist Party (Marxist),Bangladesh Somo Odhikar Party (BEP),Bangladesh Supreme Party (BSP),Communist Party of Bangladesh (CPB),Ganatantri Party (GP),Ganosanhati Andolan (GSA),Gono Forum (GF),Gono Front,Gono Front (GF),Gono Odhikar Parishad (GOP),Independent Candidate (Independent),Insaniyat Biplob Bangladesh,Insaniyat Biplob Bangladesh (IBB),Islami Andolan Bangladesh (IAB),Islami Oikya Jote (IOJ),Islamic Front Bangladesh (IFB),JAGPA,Jamiat Ulema-e-Islam Bangladesh,Jamiat Ulema-e-Islam Bangladesh (JUIB),Janata Party,Janotar Dol,Jatiya Ganatantrik Party (JAGPA),Jatiya Party (JaPa),Jatiya Party (Manju) (JP–Manju),Jatiya Samajtantrik Dal (JSD),Liberal Democratic Party (LDP),My Bangladesh Party (AB Party),Nagorik Oikya (NO),National Citizen Party (NCP),National People's Party (NPP),Nationalist Democratic Movement (NDM),Revolutionary Workers Party of Bangladesh (RWPB),Socialist Party of Bangladesh (Marxist) (SPB-M),Unique - Akhtar Sultana,Unique - Govinda Chandra Pramanik,Zaker Party (ZP),comments,winner_verification
Natore 1,Rajshahi,Natore,368276.0,269338,"Bangladesh Nationalist Party (BNP) 38.1%, Bangladesh Jamaat-e-Islami (Jamaat) 33.6%, Independent Candidate (Independent) 27.2%","Bangladesh Nationalist Party (BNP) (38.1%), Bangladesh Jamaat-e-Islami (Jamaat) (33.6%), Independent Candidate (Independent) (27.2%)",102726,0.381402,90568,0.336262,557,0.002068,90568,0.336262,103581,0.384576,-,-,-,-,-,-,-,-,-,-,-,90568,-,-,-,-,-,-,-,-,-,-,-,-,-,-,102726,-,-,-,-,-,-,-,-,-,-,-,-,281,-,-,-,298,73368,-,-,1269,-,-,-,-,-,-,-,-,552,-,-,-,-,-,-,-,-,276,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Natore 2,Rajshahi,Natore,406886.0,299336,"Bangladesh Nationalist Party (BNP) 54.4%, Bangladesh Jamaat-e-Islami (Jamaat) 43.5%, Islami Andolan Bangladesh (IAB) 0.9%","Bangladesh Nationalist Party (BNP) (54.4%), Bangladesh Jamaat-e-Islami (Jamaat) (43.5%), Islami Andolan Bangladesh (IAB) (0.9%)",162841,0.544007,130066,0.434515,464,0.00155,130066,0.434515,163305,0.545558,-,-,-,-,-,-,-,-,-,-,-,130066,-,-,-,-,-,-,-,-,-,-,-,-,-,-,162841,-,-,-,-,-,-,-,-,-,-,-,-,464,-,-,-,-,621,-,-,2757,-,-,-,-,-,-,-,-,2587,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Natore 3,Rajshahi,Natore,326872.0,228563,"Bangladesh Nationalist Party (BNP) 52.4%, Independent Candidate (Independent) 29.3%, National Citizen Party (NCP) 9.1%","Bangladesh Nationalist Party (BNP) (52.4%), Independent Candidate (Independent) (29.3%), National Citizen Party (NCP) (9.1%)",119768,0.524004,-,-,-,-,20707,0.090596,119768,0.524004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,119768,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66864,-,-,19105,-,-,-,-,-,-,-,-,2119,-,-,-,-,-,20707,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Natore 4,Rajshahi,Natore,445172.0,312840,"Bangladesh Nationalist Party (BNP) 54.5%, Bangladesh Jamaat-e-Islami (Jamaat) 43.3%, Islami Andolan Bangladesh (IAB) 1.2%","Bangladesh Nationalist Party (BNP) (54.5%), Bangladesh Jamaat-e-Islami (Jamaat) (43.3%), Islami Andolan Bangladesh (IAB) (1.2%)",170551,0.54517,135386,0.432764,-,-,135645,0.433592,170551,0.54517,-,-,-,259,-,-,-,-,-,-,-,135386,-,-,-,-,-,-,-,-,-,-,-,-,-,-,170551,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3845,-,-,-,-,-,-,-,-,2799,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Netrakona 1,Mymensingh,Netrakona,456182.0,253929,"Bangladesh Nationalist Party (BNP) 62.4%, Bangladesh Khelafat Majlish (BKM) 34.5%, Communist Party of Bangladesh (CPB) 1.7%","Bangladesh Nationalist Party (BNP) (62.4%), Bangladesh Khelafat Majlish (BKM) (34.5%), Communist Party of Bangladesh (CPB) (1.7%)",158434,0.62393,-,-,335,0.001319,87488,0.344537,158434,0.62393,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87488,-,-,-,-,-,-,-,-,158434,-,-,-,-,-,-,-,-,-,-,4429,-,-,-,-,-,-,-,-,-,2220,-,-,-,-,-,-,-,-,1023,-,335,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Netrakona 2,Mymensingh,Netrakona,502438.0,268461,"Bangladesh Nationalist Party (BNP) 63.8%, National Citizen Party (NCP) 25.1%, Islami Andolan Bangladesh (IAB) 8.5%","Bangladesh Nationalist Party (BNP) (63.8%), National Citizen Party (NCP) (25.1%), Islami Andolan Bangladesh (IAB) (8.5%)",171399,0.63845,-,-,-,-,69387,0.258462,171399,0.63845,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2020,-,-,-,-,-,-,-,-,-,171399,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22830,-,-,-,-,-,-,-,-,4845,-,-,-,-,-,67367,-,-,-,-,-,-,-,"Islami Andolan Bangladesh (IAB): no consensus, used median (TBS=30,440, DT=15,220)",Winner confirmed by TBS+DS+BSS+DT
Netrakona 3,Mymensingh,Netrakona,420686.0,232678,"Bangladesh Nationalist Party (BNP) 50.9%, Independent Candidate (Independent) 29.6%, Bangladesh Jamaat-e-Islami (Jamaat) 17.9%","Bangladesh Nationalist Party (BNP) (50.9%), Independent Candidate (Independent) (29.6%), Bangladesh Jamaat-e-Islami (Jamaat) (17.9%)",118469,0.509154,41556,0.178599,-,-,41556,0.178599,118469,0.509154,-,-,-,-,-,-,-,-,-,-,-,41556,-,-,-,-,-,-,-,-,-,-,-,-,-,-,118469,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68961,-,-,2760,-,358,-,-,-,-,-,-,574,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Netrakona 4,Mymensingh,Netrakona,375308.0,206307,"Bangladesh Nationalist Party (BNP) 77.9%, Bangladesh Jamaat-e-Islami (Jamaat) 19.3%, Communist Party of Bangladesh (CPB) 1.6%","Bangladesh Nationalist Party (BNP) (77.9%), Bangladesh Jamaat-e-Islami (Jamaat) (19.3%), Communist Party of Bangladesh (CPB) (1.6%)",160801,0.779426,39840,0.19311,282,0.001367,39840,0.19311,161083,0.780793,-,-,-,-,-,-,-,-,-,-,-,39840,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160801,-,-,-,-,-,-,-,-,-,-,3359,-,-,-,-,-,-,-,-,-,2025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,282,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Netrakona 5,Mymensingh,Netrakona,290117.0,167430,"Bangladesh Jamaat-e-Islami (Jamaat) 49.1%, Bangladesh Nationalist Party (BNP) 47.4%, Islami Andolan Bangladesh (IAB) 3.5%","Bangladesh Jamaat-e-Islami (Jamaat) (49.1%), Bangladesh Nationalist Party (BNP) (47.4%), Islami Andolan Bangladesh (IAB) (3.5%)",79412,0.4743,82177,0.490814,-,-,82177,0.490814,79412,0.4743,-,-,-,-,-,-,-,-,-,-,-,82177,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79412,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5841,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Islami Andolan Bangladesh (IAB): no consensus, used median (TBS=3,341, DT=8,341)",Winner confirmed by TBS+DS+BSS+DT
Nilphamari 1,Rangpur,Nilphamari,460271.0,425766,"Bangladesh Jamaat-e-Islami (Jamaat) 35.4%, Jamiat Ulema-e-Islam Bangladesh 28.0%, Jamiat Ulema-e-Islam Bangladesh (JUIB) 28.0%","Bangladesh Jamaat-e-Islami (Jamaat) (35.4%), Jamiat Ulema-e-Islam Bangladesh (28.0%), Jamiat Ulema-e-Islam Bangladesh (JUIB) (28.0%)",-,-,150824,0.354242,-,-,150824,0.354242,-,-,-,-,-,-,-,-,-,-,-,-,-,150824,-,-,-,-,-,-,-,-,-,-,-,4477,4477,210,-,-,-,-,-,-,-,-,312,-,-,-,-,-,-,-,-,-,-,-,-,1871,-,-,-,119059,119059,-,-,-,20664,4501,-,-,-,-,-,-,-,-,312,-,-,-,"Jatiya Party (JaPa): no consensus, used median (TBS=24,552, DT=16,777)",Winner confirmed by TBS+DS+BSS+DT
Nilphamari 2,Rangpur,Nilphamari,385785.0,285959,"Bangladesh Jamaat-e-Islami (Jamaat) 51.2%, Bangladesh Nationalist Party (BNP) 47.4%, Islami Andolan Bangladesh (IAB) 1.1%","Bangladesh Jamaat-e-Islami (Jamaat) (51.2%), Bangladesh Nationalist Party (BNP) (47.4%), Islami Andolan Bangladesh (IAB) (1.1%)",135418,0.473557,146430,0.512066,-,-,146781,0.513294,135418,0.473557,-,-,-,-,-,-,-,-,-,-,-,146430,-,-,-,-,-,351,-,-,-,-,-,-,-,193,135418,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,307,-,-,3260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Nilphamari 3,Rangpur,Nilphamari,294446.0,203874,"Bangladesh Jamaat-e-Islami (Jamaat) 53.8%, Bangladesh Nationalist Party (BNP) 44.1%, Jatiya Party (JaPa) 1.7%","Bangladesh Jamaat-e-Islami (Jamaat) (53.8%), Bangladesh Nationalist Party (BNP) (44.1%), Jatiya Party (JaPa) (1.7%)",89807,0.440502,109686,0.538009,-,-,109686,0.538009,89807,0.440502,-,-,-,-,-,-,-,-,-,-,-,109686,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89807,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,990,-,-,-,-,-,-,-,-,3391,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Nilphamari 4,Rangpur,Nilphamari,451814.0,291124,"Bangladesh Jamaat-e-Islami (Jamaat) 43.4%, Bangladesh Nationalist Party (BNP) 28.2%, Jatiya Party (JaPa) 23.3%","Bangladesh Jamaat-e-Islami (Jamaat) (43.4%), Bangladesh Nationalist Party (BNP) (28.2%), Jatiya Party (JaPa) (23.3%)",82086,0.281962,126222,0.433568,-,-,126222,0.433568,82086,0.281962,-,-,-,-,-,-,-,-,-,-,-,126222,97,97,-,-,-,-,-,-,-,-,-,-,-,-,82086,-,-,-,-,-,-,-,630,-,-,-,-,-,-,-,-,-,5270,-,-,8335,-,-,-,-,-,-,-,-,67757,-,-,-,-,-,-,-,-,-,630,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Noakhali 1,Chattogram,Noakhali,452425.0,246365,"Bangladesh Nationalist Party (BNP) 51.5%, Bangladesh Jamaat-e-Islami (Jamaat) 39.8%, Islami Andolan Bangladesh (IAB) 7.8%","Bangladesh Nationalist Party (BNP) (51.5%), Bangladesh Jamaat-e-Islami (Jamaat) (39.8%), Islami Andolan Bangladesh (IAB) (7.8%)",126833,0.514817,98036,0.39793,482,0.001956,98036,0.39793,126833,0.514817,-,-,-,-,-,274,-,-,-,-,-,98036,-,-,-,-,-,-,-,-,-,-,-,-,-,-,126833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,188,188,19289,-,-,-,-,-,-,-,-,1075,-,482,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Noakhali 2,Chattogram,Noakhali,360081.0,209317,"Bangladesh Nationalist Party (BNP) 40.1%, National Citizen Party (NCP) 32.0%, Independent Candidate (Independent) 21.4%","Bangladesh Nationalist Party (BNP) (40.1%), National Citizen Party (NCP) (32.0%), Independent Candidate (Independent) (21.4%)",83982,0.401219,-,-,-,-,67054,0.320347,83982,0.401219,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44712,-,-,12753,-,-,-,-,-,-,-,-,816,-,-,-,-,-,67054,-,-,-,-,-,-,-,"Islami Andolan Bangladesh (IAB): no consensus, used median (TBS=19,289, DT=6,217); Jatiya Party (JaPa): no consensus, used median (TBS=1,075, DT=557)",Winner confirmed by TBS+DS+BSS+DT
Noakhali 3,Chattogram,Noakhali,511759.0,277174,"Bangladesh Nationalist Party (BNP) 50.9%, Bangladesh Jamaat-e-Islami (Jamaat) 44.7%, Islami Andolan Bangladesh (IAB) 3.6%","Bangladesh Nationalist Party (BNP) (50.9%), Bangladesh Jamaat-e-Islami (Jamaat) (44.7%), Islami Andolan Bangladesh (IAB) (3.6%)",141031,0.508818,123941,0.44716,747,0.002695,124741,0.450046,141031,0.508818,-,-,-,-,-,-,-,-,-,-,-,123941,-,-,-,-,-,800,-,-,-,-,-,-,-,-,141031,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,794,-,-,9861,-,-,-,-,-,-,-,-,-,-,747,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Noakhali 4,Chattogram,Noakhali,700339.0,388660,"Bangladesh Nationalist Party (BNP) 56.4%, Bangladesh Jamaat-e-Islami (Jamaat) 38.3%, Islami Andolan Bangladesh (IAB) 3.8%","Bangladesh Nationalist Party (BNP) (56.4%), Bangladesh Jamaat-e-Islami (Jamaat) (38.3%), Islami Andolan Bangladesh (IAB) (3.8%)",219182,0.563943,148989,0.38334,-,-,148989,0.38334,219724,0.565337,-,-,-,-,-,-,-,-,-,-,-,148989,-,-,-,-,-,-,-,-,-,-,-,-,-,-,219182,-,-,-,-,-,-,-,917,-,-,-,-,-,-,-,-,542,-,493,493,14783,-,-,-,-,-,-,-,-,2344,-,-,-,-,-,-,-,-,-,917,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Noakhali 5,Chattogram,Noakhali,503851.0,288212,"Bangladesh Nationalist Party (BNP) 51.3%, Bangladesh Jamaat-e-Islami (Jamaat) 41.8%, Islami Andolan Bangladesh (IAB) 2.2%","Bangladesh Nationalist Party (BNP) (51.3%), Bangladesh Jamaat-e-Islami (Jamaat) (41.8%), Islami Andolan Bangladesh (IAB) (2.2%)",147808,0.512845,120453,0.417932,298,0.001034,120453,0.417932,147808,0.512845,-,-,-,-,-,-,-,-,-,-,-,120453,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147808,-,-,141,-,-,-,-,173,-,-,-,-,-,-,-,-,-,947,162,162,6224,-,277,-,-,-,4855,4855,-,1684,-,298,-,-,-,-,-,-,-,173,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Noakhali 6,Chattogram,Noakhali,339185.0,169051,"National Citizen Party (NCP) 54.4%, Bangladesh Nationalist Party (BNP) 37.9%, Independent Candidate (Independent) 5.1%","National Citizen Party (NCP) (54.4%), Bangladesh Nationalist Party (BNP) (37.9%), Independent Candidate (Independent) (5.1%)",64021,0.378708,-,-,1239,0.007329,92071,0.544634,64212,0.379838,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86,-,-,-,-,-,-,64021,-,-,-,-,-,-,-,-,-,505,-,-,-,-,-,-,191,8547,-,-,2197,-,-,-,-,-,-,-,-,280,-,1239,86,-,-,91899,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Pabna 1,Rajshahi,Pabna,464904.0,236366,"Bangladesh Jamaat-e-Islami (Jamaat) 55.0%, Bangladesh Nationalist Party (BNP) 44.1%, Islami Andolan Bangladesh (IAB) 0.5%","Bangladesh Jamaat-e-Islami (Jamaat) (55.0%), Bangladesh Nationalist Party (BNP) (44.1%), Islami Andolan Bangladesh (IAB) (0.5%)",104245,0.441032,129974,0.549885,-,-,129974,0.549885,104245,0.441032,-,-,-,-,-,-,-,-,-,-,-,129974,-,-,-,-,-,-,-,-,-,-,-,-,-,-,104245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1033,-,-,1114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Pabna 2,Rajshahi,Pabna,373425.0,301125,"Bangladesh Nationalist Party (BNP) 71.5%, Bangladesh Jamaat-e-Islami (Jamaat) 25.7%, Islami Andolan Bangladesh (IAB) 2.0%","Bangladesh Nationalist Party (BNP) (71.5%), Bangladesh Jamaat-e-Islami (Jamaat) (25.7%), Islami Andolan Bangladesh (IAB) (2.0%)",215406,0.715337,77242,0.256511,-,-,77242,0.256511,215406,0.715337,-,-,-,-,-,-,-,-,-,-,-,77242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,215406,-,-,-,-,-,-,-,-,-,-,-,-,-,333,-,-,-,-,-,-,5884,-,-,-,-,-,-,-,-,2260,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Pabna 3,Rajshahi,Pabna,486806.0,335128,"Bangladesh Jamaat-e-Islami (Jamaat) 44.0%, Bangladesh Nationalist Party (BNP) 43.0%, Independent Candidate (Independent) 11.3%","Bangladesh Jamaat-e-Islami (Jamaat) (44.0%), Bangladesh Nationalist Party (BNP) (43.0%), Independent Candidate (Independent) (11.3%)",144206,0.430301,147475,0.440056,-,-,147475,0.440056,145192,0.433243,-,-,-,-,-,-,-,-,-,-,-,147475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,144206,-,-,-,-,-,-,-,-,-,1420,-,-,-,173,-,-,986,38027,-,-,1769,-,-,-,-,-,-,-,-,1072,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Pabna 4,Rajshahi,Pabna,440168.0,303807,"Bangladesh Jamaat-e-Islami (Jamaat) 45.3%, Bangladesh Nationalist Party (BNP) 44.1%, Independent Candidate (Independent) 9.2%","Bangladesh Jamaat-e-Islami (Jamaat) (45.3%), Bangladesh Nationalist Party (BNP) (44.1%), Independent Candidate (Independent) (9.2%)",133878,0.440668,137675,0.453166,182,0.000599,137675,0.453166,133878,0.440668,-,-,-,-,-,-,-,-,-,-,-,137675,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133878,-,-,-,-,-,-,-,-,-,-,459,-,-,-,-,-,-,27970,-,-,2688,-,-,-,-,-,-,-,-,955,-,-,-,-,182,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Pabna 5,Rajshahi,Pabna,528044.0,351629,"Bangladesh Nationalist Party (BNP) 51.7%, Bangladesh Jamaat-e-Islami (Jamaat) 46.9%, Islami Andolan Bangladesh (IAB) 1.2%","Bangladesh Nationalist Party (BNP) (51.7%), Bangladesh Jamaat-e-Islami (Jamaat) (46.9%), Islami Andolan Bangladesh (IAB) (1.2%)",181925,0.517378,164994,0.469228,-,-,165436,0.470485,181925,0.517378,-,-,-,442,-,-,-,-,-,-,-,164994,-,-,-,-,-,-,-,-,-,-,-,-,-,-,181925,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Panchagarh 1,Rangpur,Panchagarh,463700.0,350025,"Bangladesh Nationalist Party (BNP) 50.3%, National Citizen Party (NCP) 48.0%, Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad) 0.9%","Bangladesh Nationalist Party (BNP) (50.3%), National Citizen Party (NCP) (48.0%), Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad) (0.9%)",176169,0.503304,-,-,3009,0.008597,168732,0.482057,177005,0.505692,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3009,-,-,-,683,-,-,-,-,-,-,261,176169,-,-,-,-,-,-,-,-,-,1018,-,-,-,-,-,-,836,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168049,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Panchagarh 2,Rangpur,Panchagarh,417529.0,315149,"Bangladesh Nationalist Party (BNP) 55.4%, Bangladesh Jamaat-e-Islami (Jamaat) 40.9%, Islami Andolan Bangladesh (IAB) 1.4%","Bangladesh Nationalist Party (BNP) (55.4%), Bangladesh Jamaat-e-Islami (Jamaat) (40.9%), Islami Andolan Bangladesh (IAB) (1.4%)",174650,0.554182,128862,0.408892,953,0.003024,128862,0.408892,174650,0.554182,-,-,-,-,-,-,-,-,-,-,-,128862,-,-,953,-,-,-,-,-,-,-,-,-,-,-,174650,-,-,-,-,-,-,-,-,-,1352,935,-,-,-,-,-,-,1854,-,-,4391,-,-,-,-,-,-,-,-,2152,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Patuakhali 1,Barishal,Patuakhali,505840.0,259294,"Bangladesh Nationalist Party (BNP) 58.7%, Islami Andolan Bangladesh (IAB) 22.4%, Amar Bangladesh Party (AB) 17.9%","Bangladesh Nationalist Party (BNP) (58.7%), Islami Andolan Bangladesh (IAB) (22.4%), Amar Bangladesh Party (AB) (17.9%)",152087,0.586543,-,-,1334,0.005145,46310,0.1786,152434,0.587881,-,-,-,46310,-,-,-,-,-,-,-,-,-,-,1334,-,-,-,-,-,-,-,-,-,-,-,152087,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,347,-,-,-,58161,-,-,-,-,-,-,-,-,1055,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Patuakhali 2,Barishal,Patuakhali,315282.0,188607,"Bangladesh Jamaat-e-Islami (Jamaat) 53.4%, Bangladesh Nationalist Party (BNP) 38.5%, Islami Andolan Bangladesh (IAB) 7.6%","Bangladesh Jamaat-e-Islami (Jamaat) (53.4%), Bangladesh Nationalist Party (BNP) (38.5%), Islami Andolan Bangladesh (IAB) (7.6%)",72676,0.38533,100750,0.53418,-,-,101160,0.536353,73029,0.387202,-,-,-,410,-,-,-,-,-,-,-,100750,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72676,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,353,-,-,-,14418,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Patuakhali 3,Barishal,Patuakhali,375871.0,234105,"Gono Odhikar Parishad (GOP) 41.6%, Independent Candidate (Independent) 35.2%, Islami Andolan Bangladesh (IAB) 16.3%","Gono Odhikar Parishad (GOP) (41.6%), Independent Candidate (Independent) (35.2%), Islami Andolan Bangladesh (IAB) (16.3%)",-,-,16255,0.069435,-,-,16255,0.069435,97323,0.415724,-,-,-,-,-,-,-,-,-,-,-,16255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97323,82339,-,-,38188,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Patuakhali 4,Barishal,Patuakhali,312603.0,209327,"Bangladesh Nationalist Party (BNP) 59.2%, Islami Andolan Bangladesh (IAB) 33.5%, Bangladesh Khelafat Majlish (BKM) 7.2%","Bangladesh Nationalist Party (BNP) (59.2%), Islami Andolan Bangladesh (IAB) (33.5%), Bangladesh Khelafat Majlish (BKM) (7.2%)",124013,0.592437,-,-,-,-,14985,0.071587,124215,0.593402,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14985,-,-,-,-,-,-,-,-,124013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,202,-,-,-,70127,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Pirojpur 1,Barishal,Pirojpur,392178.0,239764,"Bangladesh Jamaat-e-Islami (Jamaat) 55.3%, Bangladesh Nationalist Party (BNP) 44.7%","Bangladesh Jamaat-e-Islami (Jamaat) (55.3%), Bangladesh Nationalist Party (BNP) (44.7%)",107105,0.44671,132659,0.55329,-,-,132659,0.55329,107105,0.44671,-,-,-,-,-,-,-,-,-,-,-,132659,-,-,-,-,-,-,-,-,-,-,-,-,-,-,107105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Pirojpur 2,Barishal,Pirojpur,409288.0,234943,"Bangladesh Nationalist Party (BNP) 44.8%, Bangladesh Jamaat-e-Islami (Jamaat) 41.2%, Independent Candidate (Independent) 6.9%","Bangladesh Nationalist Party (BNP) (44.8%), Bangladesh Jamaat-e-Islami (Jamaat) (41.2%), Independent Candidate (Independent) (6.9%)",105185,0.447704,96897,0.412428,-,-,97287,0.414088,105330,0.448322,-,-,-,390,-,-,-,-,-,-,-,96897,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105185,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,145,16219,-,-,6697,-,-,-,-,-,-,-,-,4705,4705,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
