seat_name,division,district,total_voters,total_votes,top_three_candidates,top_three,bnp_votes,bnp_ratio,jamaat_votes,jamaat_ratio,democracy_platform_votes,democracy_platform_ratio,eleven_party_alliance_votes,eleven_party_alliance_ratio,bnp_alliance_votes,bnp_alliance_ratio,bnp_vs_eleven_party_alliance_votes,bnp_vs_eleven_party_alliance_ratio,Am Janata Party,Amar Bangladesh Party (AB),Amjanatar Dol,Bangladesh Congress,Bangladesh Cultural Liberation Front (Muktijot),Bangladesh Development Party,Bangladesh Development Party (BDP),Bangladesh Islami Front,Bangladesh Islami Front (BIF),Bangladesh Jamaat-e-Islami (Jamaat),Bangladesh Jatiya Party (BJP),Bangladesh Jatiya Party (Matin),Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad),Bangladesh Kallyan Party (BKP),Bangladesh Khelafat Andolon (BKA),Bangladesh Khelafat Majlish (BKM),Bangladesh Labour Party,Bangladesh Liberal Democratic Party (LDP),Bangladesh Minority Janata Party (BMJP),Bangladesh Minority People’s Party (BMJP),Bangladesh Muslim League (BML),Bangladesh National Awami Party (Bangladesh NAP),Bangladesh National Awami Party–Bangladesh NAP (BNAP),Bangladesh Nationalist Front (BNF),Bangladesh Nationalist Party (BNP),Bangladesh Nezam-e-Islam Party,Bangladesh Nezame Islam Party (BNIP),Bangladesh Republican Party (BRP),Bangladesh Samajtantrik Dal (Basad),Bangladesh Samo Odhikar Party (BEP),Bangladesh Sangskritik Muktijote (BSM),Bangladesh Socialist Party (BASAD),Bangladesh Socialist Party (Marxist),Bangladesh Somo Odhikar Party (BEP),Bangladesh Supreme Party (BSP),Communist Party of Bangladesh (CPB),Ganatantri Party (GP),Ganosanhati Andolan (GSA),Gono Forum (GF),Gono Front,Gono Front (GF),Gono Odhikar Parishad (GOP),Independent Candidate (Independent),Insaniyat Biplob Bangladesh,Insaniyat Biplob Bangladesh (IBB),Islami Andolan Bangladesh (IAB),Islami Oikya Jote (IOJ),Islamic Front Bangladesh (IFB),JAGPA,Jamiat Ulema-e-Islam Bangladesh,Jamiat Ulema-e-Islam Bangladesh (JUIB),Janata Party,Janotar Dol,Jatiya Ganatantrik Party (JAGPA),Jatiya Party (JaPa),Jatiya Party (Manju) (JP–Manju),Jatiya Samajtantrik Dal (JSD),Liberal Democratic Party (LDP),My Bangladesh Party (AB Party),Nagorik Oikya (NO),National Citizen Party (NCP),National People's Party (NPP),Nationalist Democratic Movement (NDM),Revolutionary Workers Party of Bangladesh (RWPB),Socialist Party of Bangladesh (Marxist) (SPB-M),Unique - Akhtar Sultana,Unique - Govinda Chandra Pramanik,Zaker Party (ZP),comments,winner_verification
Dhaka 4,Dhaka,Dhaka,362506.0,162572,"Bangladesh Jamaat-e-Islami (Jamaat) 47.6%, Bangladesh Nationalist Party (BNP) 45.8%, Islami Andolan Bangladesh (IAB) 4.0%","Bangladesh Jamaat-e-Islami (Jamaat) (47.6%), Bangladesh Nationalist Party (BNP) (45.8%), Islami Andolan Bangladesh (IAB) (4.0%)",74447,0.457932,77367,0.475894,184,0.001132,77367,0.475894,74447,0.457932,-,-,-,-,-,-,128,-,-,-,-,77367,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74447,-,-,-,184,-,128,184,-,-,-,367,-,-,-,-,-,-,2867,-,-,6518,-,-,-,-,-,191,191,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Dhaka 5,Dhaka,Dhaka,419996.0,202414,"Bangladesh Jamaat-e-Islami (Jamaat) 47.7%, Bangladesh Nationalist Party (BNP) 43.2%, Islami Andolan Bangladesh (IAB) 7.0%","Bangladesh Jamaat-e-Islami (Jamaat) (47.7%), Bangladesh Nationalist Party (BNP) (43.2%), Islami Andolan Bangladesh (IAB) (7.0%)",87491,0.432238,96641,0.477442,-,-,98298,0.485628,87584,0.432697,-,-,-,-,-,262,35,-,-,-,-,96641,-,-,-,-,-,-,81,788,-,-,-,-,-,-,87491,-,-,-,-,-,35,-,221,-,-,206,-,-,-,-,-,93,-,-,-,14206,-,-,-,-,-,-,-,-,1346,-,-,788,-,-,-,-,-,-,221,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Dhaka 6,Dhaka,Dhaka,292283.0,137331,"Bangladesh Nationalist Party (BNP) 57.4%, Bangladesh Jamaat-e-Islami (Jamaat) 40.6%, Jatiya Party (JaPa) 1.3%","Bangladesh Nationalist Party (BNP) (57.4%), Bangladesh Jamaat-e-Islami (Jamaat) (40.6%), Jatiya Party (JaPa) (1.3%)",78850,0.57416,55697,0.405568,-,-,55697,0.405568,78988,0.575165,-,-,-,-,-,319,-,-,-,-,-,55697,-,-,-,-,-,-,-,-,-,-,245,-,-,-,78850,-,-,-,-,-,-,-,-,-,-,-,-,-,-,152,152,138,-,-,-,-,-,-,-,-,-,-,-,-,1778,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Dhaka 7,Dhaka,Dhaka,479376.0,227002,"Bangladesh Nationalist Party (BNP) 46.1%, Bangladesh Jamaat-e-Islami (Jamaat) 43.4%, Independent Candidate (Independent) 5.1%","Bangladesh Nationalist Party (BNP) (46.1%), Bangladesh Jamaat-e-Islami (Jamaat) (43.4%), Independent Candidate (Independent) (5.1%)",104666,0.46108,98483,0.433842,208,0.000916,101266,0.446102,104666,0.46108,-,-,-,-,-,-,150,-,-,-,-,98483,98,-,-,-,2783,-,-,-,-,-,-,-,-,-,104666,-,-,218,-,-,150,-,677,-,-,-,-,-,-,-,-,-,11517,-,-,5081,-,-,-,-,-,-,-,-,2294,-,208,-,-,-,-,-,-,-,677,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Dhaka 8,Dhaka,Dhaka,275471.0,118296,"Bangladesh Nationalist Party (BNP) 50.2%, National Citizen Party (NCP) 45.8%, Islami Andolan Bangladesh (IAB) 1.2%","Bangladesh Nationalist Party (BNP) (50.2%), National Citizen Party (NCP) (45.8%), Islami Andolan Bangladesh (IAB) (1.2%)",59366,0.501843,-,-,56,0.000473,54127,0.457556,59974,0.506982,-,-,-,-,-,-,78,-,-,326,326,-,-,-,56,-,-,-,-,-,-,-,-,-,-,-,59366,-,-,-,-,-,78,-,96,-,-,714,-,-,-,-,-,608,-,-,-,1436,-,-,-,-,-,129,129,-,731,-,-,-,-,-,54127,-,-,-,96,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Dhaka 9,Dhaka,Dhaka,469360.0,217912,"Bangladesh Nationalist Party (BNP) 51.0%, National Citizen Party (NCP) 24.5%, Independent Candidate (Independent) 20.5%","Bangladesh Nationalist Party (BNP) (51.0%), National Citizen Party (NCP) (24.5%), Independent Candidate (Independent) (20.5%)",111212,0.510353,-,-,-,-,53460,0.245328,111212,0.510353,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,118,-,-,124,111212,-,-,-,-,-,-,-,93,-,-,462,-,-,171,-,-,-,44684,131,131,5827,-,-,-,-,-,-,-,-,1202,-,-,-,-,-,53460,204,-,-,93,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Dinajpur 1,Rangpur,Dinajpur,417133.0,304095,"Bangladesh Nationalist Party (BNP) 59.0%, Bangladesh Jamaat-e-Islami (Jamaat) 38.6%, Islami Andolan Bangladesh (IAB) 1.0%","Bangladesh Nationalist Party (BNP) (59.0%), Bangladesh Jamaat-e-Islami (Jamaat) (38.6%), Islami Andolan Bangladesh (IAB) (1.0%)",179314,0.589664,117481,0.38633,-,-,117481,0.38633,179709,0.590963,-,-,-,-,-,-,-,-,-,-,-,117481,-,-,-,-,-,-,-,-,-,-,-,-,-,-,179314,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,395,-,-,-,3095,-,-,-,-,-,-,-,-,1530,-,-,-,-,-,-,-,-,-,-,-,-,2280,,Winner confirmed by TBS+DS+BSS+DT
Dinajpur 2,Rangpur,Dinajpur,371478.0,273279,"Bangladesh Nationalist Party (BNP) 51.1%, Bangladesh Jamaat-e-Islami (Jamaat) 38.4%, Independent Candidate (Independent) 7.1%","Bangladesh Nationalist Party (BNP) (51.1%), Bangladesh Jamaat-e-Islami (Jamaat) (38.4%), Independent Candidate (Independent) (7.1%)",139622,0.510914,104887,0.383809,-,-,105933,0.387637,139622,0.510914,-,-,-,-,-,-,-,-,-,-,-,104887,-,-,-,-,-,1046,-,-,-,-,2535,-,-,-,139622,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19475,-,-,1067,-,-,-,-,-,-,-,-,4647,-,-,-,-,-,-,-,-,-,-,-,-,-,"Bangladesh Muslim League (BML): no consensus, used median (TBS=4,610, DT=461)",Winner confirmed by TBS+DS+BSS+DT
Dinajpur 3,Rangpur,Dinajpur,415636.0,284248,"Bangladesh Nationalist Party (BNP) 49.5%, Bangladesh Jamaat-e-Islami (Jamaat) 47.9%, Jatiya Party (JaPa) 1.4%","Bangladesh Nationalist Party (BNP) (49.5%), Bangladesh Jamaat-e-Islami (Jamaat) (47.9%), Jatiya Party (JaPa) (1.4%)",140608,0.494667,136239,0.479296,283,0.000996,136239,0.479296,140608,0.494667,-,-,-,-,-,-,-,-,-,-,-,136239,-,-,-,-,-,-,-,-,-,-,214,-,-,-,140608,-,-,-,283,-,-,283,-,-,-,701,-,-,-,-,-,-,-,-,-,1408,-,-,-,-,-,337,337,-,3838,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Dinajpur 4,Rangpur,Dinajpur,421278.0,300624,"Bangladesh Nationalist Party (BNP) 55.5%, Bangladesh Jamaat-e-Islami (Jamaat) 42.9%, Jatiya Party (JaPa) 1.0%","Bangladesh Nationalist Party (BNP) (55.5%), Bangladesh Jamaat-e-Islami (Jamaat) (42.9%), Jatiya Party (JaPa) (1.0%)",166717,0.55457,129056,0.429294,-,-,129056,0.429294,166717,0.55457,-,-,-,-,-,-,-,-,-,-,-,129056,-,-,-,-,-,-,-,-,-,-,-,-,-,-,166717,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1699,-,-,-,-,-,-,-,-,3152,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Dinajpur 5,Rangpur,Dinajpur,477516.0,323892,"Independent Candidate (Independent) 35.1%, National Citizen Party (NCP) 34.0%, Bangladesh Nationalist Party (BNP) 30.4%","Independent Candidate (Independent) (35.1%), National Citizen Party (NCP) (34.0%), Bangladesh Nationalist Party (BNP) (30.4%)",98544,0.30425,-,-,-,-,110195,0.340221,98544,0.30425,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98544,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,113650,-,-,-,-,-,-,-,-,-,-,-,1503,-,-,-,-,-,110195,-,-,-,-,-,-,-,"OVERRIDE Independent Candidate (Independent): 122,803 -> 113,650 (4-source verified)",Winner confirmed by TBS+DS+BSS+DT
Dinajpur 6,Rangpur,Dinajpur,557692.0,401637,"Bangladesh Nationalist Party (BNP) 51.1%, Bangladesh Jamaat-e-Islami (Jamaat) 47.5%, Jatiya Party (JaPa) 0.7%","Bangladesh Nationalist Party (BNP) (51.1%), Bangladesh Jamaat-e-Islami (Jamaat) (47.5%), Jatiya Party (JaPa) (0.7%)",205118,0.510705,190703,0.474814,449,0.001118,190703,0.474814,205118,0.510705,-,-,-,-,-,-,-,-,-,-,-,190703,-,-,-,-,-,-,-,-,-,-,-,-,-,-,205118,-,-,-,449,-,-,449,-,-,-,-,-,-,-,-,-,-,570,-,-,1659,-,-,-,-,-,-,-,-,2689,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Faridpur 1,Dhaka,Faridpur,510540.0,320411,"Bangladesh Jamaat-e-Islami (Jamaat) 48.3%, Bangladesh Nationalist Party (BNP) 39.5%, Independent Candidate (Independent) 11.6%","Bangladesh Jamaat-e-Islami (Jamaat) (48.3%), Bangladesh Nationalist Party (BNP) (39.5%), Independent Candidate (Independent) (11.6%)",126476,0.394731,154772,0.483042,-,-,154772,0.483042,126476,0.394731,-,-,-,-,-,-,-,-,-,-,-,154772,-,-,-,-,-,-,-,-,786,786,-,-,-,-,126476,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37085,-,-,-,-,-,-,-,-,-,-,-,506,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Faridpur 2,Dhaka,Faridpur,332041.0,214916,"Bangladesh Nationalist Party (BNP) 56.6%, Bangladesh Khelafat Majlish (BKM) 41.6%, Islami Andolan Bangladesh (IAB) 1.1%","Bangladesh Nationalist Party (BNP) (56.6%), Bangladesh Khelafat Majlish (BKM) (41.6%), Islami Andolan Bangladesh (IAB) (1.1%)",121694,0.56624,-,-,-,-,89305,0.415534,122369,0.569381,-,-,-,-,-,257,-,-,-,-,-,-,-,-,-,-,-,89305,-,-,-,-,-,-,-,-,121694,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,675,-,-,617,2368,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Faridpur 3,Dhaka,Faridpur,432628.0,279153,"Bangladesh Nationalist Party (BNP) 53.2%, Bangladesh Jamaat-e-Islami (Jamaat) 44.5%, Islami Andolan Bangladesh (IAB) 1.4%","Bangladesh Nationalist Party (BNP) (53.2%), Bangladesh Jamaat-e-Islami (Jamaat) (44.5%), Islami Andolan Bangladesh (IAB) (1.4%)",148545,0.532128,124115,0.444613,251,0.000899,124115,0.444613,148545,0.532128,-,-,-,-,-,-,-,-,-,-,-,124115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148545,-,-,-,-,-,-,-,-,-,-,967,-,-,-,-,-,-,1253,-,-,4022,-,-,-,-,-,-,-,-,-,-,251,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Faridpur 4,Dhaka,Faridpur,496706.0,274996,"Bangladesh Nationalist Party (BNP) 46.3%, Bangladesh Jamaat-e-Islami (Jamaat) 27.6%, Independent Candidate (Independent) 21.0%","Bangladesh Nationalist Party (BNP) (46.3%), Bangladesh Jamaat-e-Islami (Jamaat) (27.6%), Independent Candidate (Independent) (21.0%)",127443,0.463436,75805,0.275659,-,-,76923,0.279724,127443,0.463436,-,-,-,-,-,-,-,-,-,-,-,75805,-,-,-,-,-,1118,-,-,-,-,-,-,-,-,127443,-,-,-,-,-,-,-,-,-,-,714,-,-,-,-,-,-,57868,-,-,11498,-,-,-,-,-,-,-,-,550,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Feni 1,Chattogram,Feni,385652.0,212495,"Bangladesh Nationalist Party (BNP) 56.4%, Bangladesh Jamaat-e-Islami (Jamaat) 40.3%, Islami Andolan Bangladesh (IAB) 2.5%","Bangladesh Nationalist Party (BNP) (56.4%), Bangladesh Jamaat-e-Islami (Jamaat) (40.3%), Islami Andolan Bangladesh (IAB) (2.5%)",119904,0.564267,85615,0.402904,-,-,85925,0.404362,119904,0.564267,-,-,-,-,-,215,-,-,-,-,-,85615,-,-,-,-,310,-,-,-,-,-,188,-,-,-,119904,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5323,-,-,-,-,-,-,-,-,940,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Feni 2,Chattogram,Feni,437078.0,300914,"Bangladesh Nationalist Party (BNP) 43.6%, Amar Bangladesh Party (AB) 26.6%, My Bangladesh Party (AB Party) 26.6%","Bangladesh Nationalist Party (BNP) (43.6%), Amar Bangladesh Party (AB) (26.6%), My Bangladesh Party (AB Party) (26.6%)",131210,0.436038,-,-,240,0.000798,161240,0.535834,131619,0.437397,-,-,801,80058,801,-,-,-,-,-,-,-,-,-,-,-,304,820,-,-,-,-,-,-,-,-,131210,-,-,-,-,-,-,-,322,-,-,-,-,-,-,-,-,409,703,239,239,4388,-,-,-,-,-,-,-,-,-,-,240,-,80058,-,-,-,-,-,322,-,-,-,"Islami Andolan Bangladesh (IAB): no consensus, used median (TBS=6,849, DT=1,927)",Winner confirmed by TBS+DS+BSS+DT
Feni 3,Chattogram,Feni,508194.0,277080,"Bangladesh Nationalist Party (BNP) 57.0%, Bangladesh Jamaat-e-Islami (Jamaat) 39.0%, Islami Andolan Bangladesh (IAB) 2.4%","Bangladesh Nationalist Party (BNP) (57.0%), Bangladesh Jamaat-e-Islami (Jamaat) (39.0%), Islami Andolan Bangladesh (IAB) (2.4%)",157825,0.569601,108160,0.390357,731,0.002638,108480,0.391511,157825,0.569601,-,-,-,-,-,-,-,-,-,-,-,108160,-,-,-,-,320,-,-,-,-,-,-,-,-,-,157825,-,-,-,731,-,-,731,-,-,-,-,-,-,-,-,-,-,-,327,327,6701,-,531,-,-,-,-,-,-,1427,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Gaibandha 1,Rangpur,Gaibandha,419111.0,227026,"Bangladesh Jamaat-e-Islami (Jamaat) 62.0%, Jatiya Party (JaPa) 20.4%, Bangladesh Nationalist Party (BNP) 16.7%","Bangladesh Jamaat-e-Islami (Jamaat) (62.0%), Jatiya Party (JaPa) (20.4%), Bangladesh Nationalist Party (BNP) (16.7%)",37997,0.167368,140726,0.619867,-,-,140726,0.619867,37997,0.167368,-,-,141,-,-,-,-,-,-,-,-,140726,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37997,-,-,-,-,-,-,-,305,-,-,-,-,-,-,-,-,-,-,-,-,1557,-,-,-,-,-,-,-,-,46300,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Gaibandha 2,Rangpur,Gaibandha,411460.0,242148,"Bangladesh Jamaat-e-Islami (Jamaat) 50.6%, Bangladesh Nationalist Party (BNP) 38.4%, Jatiya Party (JaPa) 8.7%","Bangladesh Jamaat-e-Islami (Jamaat) (50.6%), Bangladesh Nationalist Party (BNP) (38.4%), Jatiya Party (JaPa) (8.7%)",92890,0.383608,122630,0.506426,-,-,122630,0.506426,92890,0.383608,-,-,-,-,-,-,-,-,-,-,-,122630,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92890,-,-,-,-,-,-,-,620,-,-,2318,-,-,-,-,-,-,-,-,-,2351,-,-,-,-,-,196,-,-,21143,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Gaibandha 3,Rangpur,Gaibandha,506185.0,307737,"Bangladesh Jamaat-e-Islami (Jamaat) 53.1%, Bangladesh Nationalist Party (BNP) 45.4%, Jatiya Party (JaPa) 0.6%","Bangladesh Jamaat-e-Islami (Jamaat) (53.1%), Bangladesh Nationalist Party (BNP) (45.4%), Jatiya Party (JaPa) (0.6%)",139864,0.454492,163457,0.531158,-,-,163457,0.531158,140859,0.457725,-,-,-,-,-,-,-,-,-,-,-,163457,-,-,-,-,-,-,-,-,-,-,-,-,-,-,139864,-,-,-,-,-,-,-,-,-,-,298,-,-,-,-,-,995,-,-,-,1246,-,-,-,-,-,71,-,-,1806,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Gaibandha 4,Rangpur,Gaibandha,468384.0,285269,"Bangladesh Nationalist Party (BNP) 50.0%, Bangladesh Jamaat-e-Islami (Jamaat) 49.0%, Jatiya Party (JaPa) 0.7%","Bangladesh Nationalist Party (BNP) (50.0%), Bangladesh Jamaat-e-Islami (Jamaat) (49.0%), Jatiya Party (JaPa) (0.7%)",142772,0.500482,139738,0.489846,98,0.000344,139738,0.489846,142870,0.500826,-,-,-,-,-,-,-,-,-,-,-,139738,-,-,-,-,-,-,-,-,-,-,-,-,-,-,142772,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,710,-,-,-,-,-,-,-,-,1951,-,-,-,-,-,-,-,-,98,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Gaibandha 5,Rangpur,Gaibandha,385261.0,210115,"Bangladesh Jamaat-e-Islami (Jamaat) 42.5%, Bangladesh Nationalist Party (BNP) 35.0%, Jatiya Party (JaPa) 17.4%","Bangladesh Jamaat-e-Islami (Jamaat) (42.5%), Bangladesh Nationalist Party (BNP) (35.0%), Jatiya Party (JaPa) (17.4%)",73483,0.349728,89274,0.424882,-,-,89274,0.424882,73483,0.349728,-,-,-,-,-,-,-,-,-,-,-,89274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73483,-,-,-,-,-,-,-,217,-,-,434,-,-,-,-,-,-,8266,-,-,1839,-,-,-,-,-,-,-,-,36602,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Gazipur 1,Dhaka,Gazipur,720939.0,374855,"Bangladesh Nationalist Party (BNP) 55.7%, Bangladesh Jamaat-e-Islami (Jamaat) 39.9%, Independent Candidate (Independent) 1.8%","Bangladesh Nationalist Party (BNP) (55.7%), Bangladesh Jamaat-e-Islami (Jamaat) (39.9%), Independent Candidate (Independent) (1.8%)",208688,0.556717,149553,0.398962,-,-,149721,0.39941,208688,0.556717,-,-,-,-,-,-,-,-,-,-,-,149553,-,-,-,-,-,-,168,-,-,-,-,-,-,-,208688,-,-,-,-,-,-,-,232,-,-,-,-,-,-,129,129,-,6703,-,-,5696,-,-,-,-,-,-,-,-,3325,-,-,-,-,-,-,-,-,-,232,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Gazipur 2,Dhaka,Gazipur,804333.0,353333,"Bangladesh Nationalist Party (BNP) 53.4%, National Citizen Party (NCP) 39.9%, Islami Andolan Bangladesh (IAB) 3.6%","Bangladesh Nationalist Party (BNP) (53.4%), National Citizen Party (NCP) (39.9%), Islami Andolan Bangladesh (IAB) (3.6%)",188606,0.533791,-,-,1155,0.003269,140950,0.398915,188851,0.534484,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,188606,-,-,-,1155,-,-,1155,250,-,-,1397,-,-,-,200,200,245,444,-,417,12657,-,-,-,-,-,537,537,-,4333,-,-,-,-,-,140950,-,-,-,250,-,-,-,"Jatiya Party (JaPa): no consensus, used median (TBS=4,125, DT=4,542)",Winner confirmed by TBS+DS+BSS+DT
Gazipur 3,Dhaka,Gazipur,527360.0,298508,"Bangladesh Nationalist Party (BNP) 54.4%, Bangladesh Khelafat Majlish (BKM) 33.7%, Independent Candidate (Independent) 7.4%","Bangladesh Nationalist Party (BNP) (54.4%), Bangladesh Khelafat Majlish (BKM) (33.7%), Independent Candidate (Independent) (7.4%)",162343,0.543848,-,-,484,0.001621,100539,0.336805,162343,0.543848,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100539,-,-,-,-,-,-,-,-,162343,-,-,-,484,-,-,484,-,-,-,-,-,-,-,-,-,-,21963,-,-,6036,2332,2332,-,-,-,-,-,-,1995,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Gazipur 4,Dhaka,Gazipur,330977.0,199967,"Bangladesh Jamaat-e-Islami (Jamaat) 50.9%, Bangladesh Nationalist Party (BNP) 45.2%, Islami Andolan Bangladesh (IAB) 1.2%","Bangladesh Jamaat-e-Islami (Jamaat) (50.9%), Bangladesh Nationalist Party (BNP) (45.2%), Islami Andolan Bangladesh (IAB) (1.2%)",90390,0.452025,101779,0.508979,-,-,101779,0.508979,90390,0.452025,-,-,278,-,278,-,-,-,-,-,-,101779,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90390,-,-,-,-,-,-,-,-,-,-,1091,-,-,-,-,-,-,1521,-,-,2348,-,-,-,-,-,-,-,-,2147,-,-,-,-,-,-,135,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Gazipur 5,Dhaka,Gazipur,354643.0,232144,"Bangladesh Nationalist Party (BNP) 57.7%, Bangladesh Jamaat-e-Islami (Jamaat) 33.7%, Janata Party 2.8%","Bangladesh Nationalist Party (BNP) (57.7%), Bangladesh Jamaat-e-Islami (Jamaat) (33.7%), Janata Party (2.8%)",133869,0.576664,78123,0.336528,-,-,78123,0.336528,133869,0.576664,-,-,-,-,-,-,-,-,-,-,-,78123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133869,-,-,-,-,-,-,-,-,-,-,-,-,-,223,-,-,-,-,-,-,4411,-,837,-,-,-,6592,6592,-,1497,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Gopalganj 1,Dhaka,Gopalganj,399510.0,208206,"Bangladesh Nationalist Party (BNP) 33.4%, Gono Odhikar Parishad (GOP) 26.1%, Independent Candidate (Independent) 19.8%","Bangladesh Nationalist Party (BNP) (33.4%), Gono Odhikar Parishad (GOP) (26.1%), Independent Candidate (Independent) (19.8%)",69462,0.333622,34635,0.16635,-,-,34635,0.16635,123791,0.59456,-,-,-,-,-,-,-,-,-,-,-,34635,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69462,-,-,-,-,-,-,-,-,-,-,349,-,-,-,-,-,54329,41312,-,-,5870,-,-,-,-,-,-,-,-,2249,-,-,-,-,-,-,-,-,-,-,-,-,-,"Independent Candidate (Independent): no consensus, used median (TBS=26,713, DT=55,911); Jatiya Party (JaPa): no consensus, used median (TBS=621, DT=3,878)",Winner confirmed by TBS+DS+BSS+DT
Gopalganj 2,Dhaka,Gopalganj,384326.0,148621,"Independent Candidate (Independent) 50.3%, Bangladesh Nationalist Party (BNP) 26.9%, Bangladesh Khelafat Majlish (BKM) 19.2%","Independent Candidate (Independent) (50.3%), Bangladesh Nationalist Party (BNP) (26.9%), Bangladesh Khelafat Majlish (BKM) (19.2%)",40048,0.269464,-,-,-,-,28604,0.192463,40353,0.271516,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28604,-,-,-,-,-,-,-,-,40048,-,-,-,-,-,-,-,-,-,-,-,-,-,215,-,-,305,74748,-,-,2911,-,-,-,-,-,-,-,-,419,-,-,-,-,-,-,-,-,-,-,-,-,1371,,Winner confirmed by TBS+DT
Gopalganj 3,Dhaka,Gopalganj,308784.0,166804,"Bangladesh Nationalist Party (BNP) 36.6%, Independent Candidate (Independent) 22.9%, Unique - Govinda Chandra Pramanik 20.6%","Bangladesh Nationalist Party (BNP) (36.6%), Independent Candidate (Independent) (22.9%), Unique - Govinda Chandra Pramanik (20.6%)",60991,0.365645,-,-,-,-,25153,0.150794,63591,0.381232,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25153,-,-,-,-,-,-,-,-,60991,-,-,-,-,-,-,-,-,-,-,-,-,-,269,-,-,2600,38144,-,-,4717,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,591,-,-,-,-,34339,-,,Winner confirmed by TBS+DS+BSS+DT
Habiganj 1,Sylhet,Habiganj,466921.0,208684,"Bangladesh Nationalist Party (BNP) 53.7%, Bangladesh Khelafat Majlish (BKM) 26.9%, Independent Candidate (Independent) 16.6%","Bangladesh Nationalist Party (BNP) (53.7%), Bangladesh Khelafat Majlish (BKM) (26.9%), Independent Candidate (Independent) (16.6%)",111999,0.536692,-,-,644,0.003086,56132,0.268981,111999,0.536692,-,-,-,-,-,-,-,-,-,-,-,-,-,-,644,-,-,56132,-,-,-,-,-,-,-,-,111999,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34637,-,-,-,-,5272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
