seat,party,ec_votes,our_votes,diff,diff_pct
Pabna 3,Islamic Andolan Bangladesh,1758,1769,11,0.6
Pabna 3,Jatiya Party,1057,1072,15,1.4
Pabna 4,Bangladesh Jamaat-e-Islami,136287,137675,1388,1.0
Pabna 4,Bangladesh Nationalist Party - BNP,133273,133878,605,0.5
Pabna 4,Communist Party of Bangladesh,456,459,3,0.7
Pabna 4,Independent,27914,27970,56,0.2
Pabna 4,Islamic Andolan Bangladesh,2672,2688,16,0.6
Pabna 4,Jatiya Party,932,955,23,2.5
Pabna 4,Nagorik Oikko,175,182,7,4.0
Pabna 5,Amar Bangladesh Party - AB Party,432,442,10,2.3
Pabna 5,Bangladesh Jamaat-e-Islami,163186,164994,1808,1.1
Pabna 5,Bangladesh Nationalist Party - BNP,181169,181925,756,0.4
Pabna 5,Islamic Andolan Bangladesh,4244,4268,24,0.6
Panchagarh 1,Bangladesh Jatiyo Samajtantrik Dal - Jasod,2920,0,-2920,-100.0
Panchagarh 1,Bangladesh Labour Party,678,683,5,0.7
Panchagarh 1,Bangladesh Nationalist Front - BNF,259,261,2,0.8
Panchagarh 1,Bangladesh Nationalist Party - BNP,174430,176169,1739,1.0
Panchagarh 1,Bangladesh Supreme Party - BSP,1017,1018,1,0.1
Panchagarh 1,Gonodhikar Parishad - GOP,826,836,10,1.2
Panchagarh 1,Jatiya Samajtantrik Dal - JSD,0,3009,3009,0
Panchagarh 1,Jatiyo Nagorik Party - NCP,166126,168049,1923,1.2
Panchagarh 2,Bangladesh Jamaat-e-Islami,127608,128862,1254,1.0
Panchagarh 2,Bangladesh Jatiyo Samajtantrik Dal - Jasod,941,0,-941,-100.0
Panchagarh 2,Bangladesh Nationalist Party - BNP,173686,174650,964,0.6
Panchagarh 2,Bangladesh Supreme Party - BSP,1351,1352,1,0.1
Panchagarh 2,Communist Party of Bangladesh,920,935,15,1.6
Panchagarh 2,Independent,1821,1854,33,1.8
Panchagarh 2,Islamic Andolan Bangladesh,4358,4391,33,0.8
Panchagarh 2,Jatiya Party,2126,2152,26,1.2
Panchagarh 2,Jatiya Samajtantrik Dal - JSD,0,953,953,0
Patuakhali 1,Amar Bangladesh Party - AB Party,45167,46310,1143,2.5
Patuakhali 1,Bangladesh Jatiyo Samajtantrik Dal - Jasod,1313,0,-1313,-100.0
Patuakhali 1,Bangladesh Nationalist Party - BNP,150395,152087,1692,1.1
Patuakhali 1,Gonodhikar Parishad - GOP,340,347,7,2.1
Patuakhali 1,Islamic Andolan Bangladesh,57655,58161,506,0.9
Patuakhali 1,Jatiya Party,1036,1055,19,1.8
Patuakhali 1,Jatiya Samajtantrik Dal - JSD,0,1334,1334,0
Patuakhali 2,Amar Bangladesh Party - AB Party,405,410,5,1.2
Patuakhali 2,Bangladesh Jamaat-e-Islami,99438,100750,1312,1.3
Patuakhali 2,Bangladesh Nationalist Party - BNP,72191,72676,485,0.7
Patuakhali 2,Gonodhikar Parishad - GOP,348,353,5,1.4
Patuakhali 2,Islamic Andolan Bangladesh,14337,14418,81,0.6
Patuakhali 3,Bangladesh Jamaat-e-Islami,15773,16255,482,3.1
Patuakhali 3,Gonodhikar Parishad - GOP,96766,97323,557,0.6
Patuakhali 3,Independent,81553,82339,786,1.0
Patuakhali 3,Islamic Andolan Bangladesh,38051,38188,137,0.4
Patuakhali 4,Bangladesh Nationalist Party - BNP,123334,124013,679,0.6
Patuakhali 4,Gonodhikar Parishad - GOP,194,202,8,4.1
Patuakhali 4,Islamic Andolan Bangladesh,69777,70127,350,0.5
Patuakhali 4,Khelafat Majlis,14625,14985,360,2.5
Pirojpur 1,Bangladesh Jamaat-e-Islami,130624,132659,2035,1.6
Pirojpur 1,Bangladesh Nationalist Party - BNP,106112,107105,993,0.9
Pirojpur 2,Amar Bangladesh Party - AB Party,388,390,2,0.5
Pirojpur 2,Bangladesh Jamaat-e-Islami,95173,96897,1724,1.8
Pirojpur 2,Bangladesh Nationalist Party - BNP,104413,105185,772,0.7
Pirojpur 2,Gonodhikar Parishad - GOP,143,145,2,1.4
Pirojpur 2,Independent,16073,16219,146,0.9
Pirojpur 2,Islamic Andolan Bangladesh,6638,6697,59,0.9
Pirojpur 2,National Party - JP,4678,4705,27,0.6
Pirojpur 3,Bangladesh Jatiyo Samajtantrik Dal - Jasod,209,0,-209,-100.0
Pirojpur 3,Bangladesh Nationalist Party - BNP,63138,63791,653,1.0
Pirojpur 3,Independent,227,231,4,1.8
Pirojpur 3,Islamic Andolan Bangladesh,35629,35968,339,1.0
Pirojpur 3,Jatiya Party,162,169,7,4.3
Pirojpur 3,Jatiya Samajtantrik Dal - JSD,0,212,212,0
Pirojpur 3,Jatiyo Nagorik Party - NCP,35318,36616,1298,3.7
Rajbari 1,Bangladesh Jamaat-e-Islami,98966,101092,2126,2.1
Rajbari 1,Bangladesh Nationalist Party - BNP,153295,154541,1246,0.8
Rajbari 1,Jatiya Party,2553,2586,33,1.3
Rajbari 1,Zaker Party,8046,8087,41,0.5
Rajbari 2,Bangladesh Nationalist Party - BNP,234848,237254,2406,1.0
Rajbari 2,Bangladesh Shanskritik Muktijot (Muktijot),265,266,1,0.4
Rajbari 2,Gonodhikar Parishad - GOP,631,633,2,0.3
Rajbari 2,Independent,37048,37557,509,1.4
Rajbari 2,Islamic Andolan Bangladesh,8364,8503,139,1.7
Rajbari 2,Jatiya Party,1977,2052,75,3.8
Rajbari 2,Jatiyo Nagorik Party - NCP,65293,67299,2006,3.1
Rajbari 2,Khelafat Majlis,292,321,29,9.9
Rajshahi 1,Amar Bangladesh Party - AB Party,1079,1100,21,1.9
Rajshahi 1,Bangladesh Jamaat-e-Islami,169784,171786,2002,1.2
Rajshahi 1,Bangladesh Nationalist Party - BNP,169010,169902,892,0.5
Rajshahi 1,Gonodhikar Parishad - GOP,397,407,10,2.5
Rajshahi 1,Independent,650,663,13,2.0
Rajshahi 2,Amar Bangladesh Party - AB Party,766,796,30,3.9
Rajshahi 2,Bangladesh Jamaat-e-Islami,98340,100370,2030,2.1
Rajshahi 2,Bangladesh Labour Party,374,387,13,3.5
Rajshahi 2,Bangladesh Nationalist Party - BNP,126997,128546,1549,1.2
Rajshahi 2,Independent,748,801,53,7.1
Rajshahi 2,Nagorik Oikko,536,552,16,3.0
Rajshahi 3,Amjanatar Dol,287,295,8,2.8
Rajshahi 3,Bangladesh Jamaat-e-Islami,136596,137927,1331,1.0
Rajshahi 3,Bangladesh Nationalist Party - BNP,175570,176318,748,0.4
Rajshahi 3,Independent,1150,1177,27,2.3
Rajshahi 3,Islamic Andolan Bangladesh,1139,1154,15,1.3
Rajshahi 3,Jatiya Party,2356,2390,34,1.4
Rajshahi 4,Bangladesh Jamaat-e-Islami,113567,115226,1659,1.5
Rajshahi 4,Bangladesh Nationalist Party - BNP,108664,109461,797,0.7
Rajshahi 4,Islamic Andolan Bangladesh,645,670,25,3.9
Rajshahi 4,Jatiya Party,1704,1759,55,3.2
Rajshahi 5,Bangladesh Jamaat-e-Islami,72535,73445,910,1.3
Rajshahi 5,Bangladesh Nationalist Party - BNP,152677,153425,748,0.5
Rajshahi 5,Bangladesh Supreme Party - BSP,930,938,8,0.9
Rajshahi 5,Independent,9298,9370,72,0.8
Rajshahi 5,Islamic Andolan Bangladesh,610,620,10,1.6
Rajshahi 6,Bangladesh Jamaat-e-Islami,91460,92965,1505,1.6
Rajshahi 6,Bangladesh Nationalist Party - BNP,147359,148672,1313,0.9
Rajshahi 6,Islamic Andolan Bangladesh,1586,1628,42,2.6
Rajshahi 6,Jatiya Party,2837,2930,93,3.3
Rangamati 1,Bangladesh Khelafat Majlis,21776,0,-21776,-100.0
Rangamati 1,Bangladesh Nationalist Party - BNP,199855,201544,1689,0.8
Rangamati 1,Biplabi Workers Party,1048,1071,23,2.2
Rangamati 1,Gonodhikar Parishad - GOP,443,449,6,1.4
Rangamati 1,Independent,30996,31222,226,0.7
Rangamati 1,Islamic Andolan Bangladesh,3566,3672,106,3.0
Rangamati 1,Jatiya Party,2914,2974,60,2.1
Rangamati 1,Khelafat Majlis,0,22715,22715,0
Rangpur 1,Bangladesh Islami Front,0,0,0,0
Rangpur 1,Bangladesh Jamaat-e-Islami,145543,145088,-455,-0.3
Rangpur 1,Bangladesh Nationalist Party - BNP,68631,69407,776,1.1
Rangpur 1,Bangladesh Samajtantrik Dal (Marxist),434,0,-434,-100.0
Rangpur 1,Islamic Andolan Bangladesh,5179,0,-5179,-100.0
Rangpur 1,Islamic Front Bangladesh,1087,0,-1087,-100.0
Rangpur 1,Jatiya Party,0,0,0,0
Rangpur 2,Bangladesh Jamaat-e-Islami,134187,43076,-91111,-67.9
Rangpur 2,Bangladesh Nationalist Party - BNP,79862,22100,-57762,-72.3
Rangpur 2,Islamic Andolan Bangladesh,5830,0,-5830,-100.0
Rangpur 2,Jatiya Party,33681,19693,-13988,-41.5
Rangpur 2,Jatiya Samajtantrik Dal - JSD,314,0,-314,-100.0
Rangpur 3,Bangladesh Jamaat-e-Islami,175827,175827,0,0.0
Rangpur 3,Bangladesh Nationalist Party - BNP,84578,84578,0,0.0
Rangpur 3,Bangladesh Samajtantrik Dal (Marxist),413,0,-413,-100.0
Rangpur 3,Bangladesh Samajtantrik Dal - BASAD,484,0,-484,-100.0
Rangpur 3,Independent,642,0,-642,-100.0
Rangpur 3,Islamic Andolan Bangladesh,8590,0,-8590,-100.0
Rangpur 3,Jatiya Party,43385,37933,-5452,-12.6
Rangpur 4,Bangladesh Congress,540,0,-540,-100.0
Rangpur 4,Bangladesh Khelafat Majlis,337,0,-337,-100.0
Rangpur 4,Bangladesh Nationalist Party - BNP,139616,140564,948,0.7
Rangpur 4,Bangladesh Samajtantrik Dal (Marxist),230,0,-230,-100.0
Rangpur 4,Independent,289,0,-289,-100.0
Rangpur 4,Islamic Andolan Bangladesh,4414,0,-4414,-100.0
Rangpur 4,Jatiya Party,33397,499,-32898,-98.5
Rangpur 4,Jatiyo Nagorik Party - NCP,147947,149966,2019,1.4
Rangpur 4,Khelafat Majlis,0,0,0,0
Rangpur 5,Amar Bangladesh Party - AB Party,350,0,-350,-100.0
Rangpur 5,Bangladesh Congress,129,0,-129,-100.0
Rangpur 5,Bangladesh Jamaat-e-Islami,174149,176411,2262,1.3
Rangpur 5,Bangladesh Nationalist Party - BNP,114263,115116,853,0.7
Rangpur 5,Bangladesh Samajtantrik Dal (Marxist),349,0,-349,-100.0
Rangpur 5,Communist Party of Bangladesh,490,0,-490,-100.0
Rangpur 5,Independent,251,0,-251,-100.0
Rangpur 5,Islamic Andolan Bangladesh,2372,0,-2372,-100.0
Rangpur 5,Jatiya Party,16376,15115,-1261,-7.7
Rangpur 5,Nagorik Oikko,84,0,-84,-100.0
Rangpur 6,Amar Bangladesh Party - AB Party,218,0,-218,-100.0
Rangpur 6,Bangladesh Jamaat-e-Islami,118890,120128,1238,1.0
Rangpur 6,Bangladesh Nationalist Party - BNP,116919,117703,784,0.7
Rangpur 6,Independent,533,0,-533,-100.0
Rangpur 6,Islamic Andolan Bangladesh,2074,0,-2074,-100.0
Rangpur 6,Jatiya Party,1264,0,-1264,-100.0
Satkhira 1,Bangladesh Congress,687,715,28,4.1
Satkhira 1,Bangladesh Jamaat-e-Islami,190967,193772,2805,1.5
Satkhira 1,Bangladesh Nationalist Party - BNP,168690,169995,1305,0.8
Satkhira 1,Islamic Andolan Bangladesh,2055,2071,16,0.8
Satkhira 1,Jatiya Party,2511,2544,33,1.3
Satkhira 2,Bangladesh Jamaat-e-Islami,263503,266959,3456,1.3
Satkhira 2,Bangladesh Jatiyo Samajtantrik Dal - Jasod,291,0,-291,-100.0
Satkhira 2,Bangladesh Nationalist Party - BNP,115257,116293,1036,0.9
Satkhira 2,Islamic Andolan Bangladesh,1936,1976,40,2.1
Satkhira 2,Jatiya Party,4185,4278,93,2.2
Satkhira 2,Jatiya Samajtantrik Dal - JSD,0,317,317,0
Satkhira 3,Bangladesh Jamaat-e-Islami,182165,184233,2068,1.1
Satkhira 3,Bangladesh Minority Janta Party - BMJP,578,583,5,0.9
Satkhira 3,Bangladesh Nationalist Party - BNP,56346,56819,473,0.8
Satkhira 3,Independent,104605,105379,774,0.7
Satkhira 3,Islamic Andolan Bangladesh,2478,2497,19,0.8
Satkhira 3,Jatiya Party,707,722,15,2.1
Satkhira 4,Bangladesh Jamaat-e-Islami,105805,106913,1108,1.0
Satkhira 4,Bangladesh Nationalist Party - BNP,84968,85426,458,0.5
Satkhira 4,Islamic Andolan Bangladesh,4874,4902,28,0.6
Satkhira 4,Jatiya Party,1125,1142,17,1.5
Shariatpur 1,Bangladesh Khelafat Majlis,61165,0,-61165,-100.0
Shariatpur 1,Bangladesh Nationalist Party - BNP,76684,77398,714,0.9
Shariatpur 1,Bangladesh Supreme Party - BSP,614,616,2,0.3
Shariatpur 1,Gonodhikar Parishad - GOP,549,551,2,0.4
Shariatpur 1,Independent,14852,15003,151,1.0
Shariatpur 1,Islamic Andolan Bangladesh,10676,10817,141,1.3
Shariatpur 1,Jatiyo Nagorik Party - NCP,368,475,107,29.1
Shariatpur 1,Khelafat Majlis,0,62717,62717,0
Shariatpur 2,Bangladesh Jamaat-e-Islami,68034,70892,2858,4.2
Shariatpur 2,Bangladesh Khilafat Andolan,308,313,5,1.6
Shariatpur 2,Bangladesh Nationalist Party - BNP,128647,129814,1167,0.9
Shariatpur 2,Gonodhikar Parishad - GOP,282,283,1,0.4
Shariatpur 2,Independent,451,246,-205,-45.5
Shariatpur 2,Islamic Andolan Bangladesh,6404,6505,101,1.6
Shariatpur 2,Jatiya Party,2532,2547,15,0.6
Shariatpur 2,Jonotar Dol,433,442,9,2.1
Shariatpur 3,Bangladesh Jamaat-e-Islami,67785,69684,1899,2.8
Shariatpur 3,Bangladesh Nationalist Party - BNP,106378,107516,1138,1.1
Shariatpur 3,Islamic Andolan Bangladesh,9713,9814,101,1.0
Shariatpur 3,Jatiya Party,2036,2064,28,1.4
Sherpur 1,,200,0,-200,-100.0
Sherpur 1,Bangladesh Jamaat-e-Islami,125941,127811,1870,1.5
Sherpur 1,Bangladesh Nationalist Party - BNP,77808,78342,534,0.7
Sherpur 1,Independent,61733,62620,887,1.4
Sherpur 1,Jatiya Party,735,751,16,2.2
Sherpur 1,Jatiyo Nagorik Party - NCP,452,456,4,0.9
Sherpur 2,Amar Bangladesh Party - AB Party,1004,1038,34,3.4
Sherpur 2,Bangladesh Jamaat-e-Islami,106582,108335,1753,1.6
Sherpur 2,Bangladesh Nationalist Party - BNP,117441,118472,1031,0.9
Sherpur 2,Islamic Andolan Bangladesh,4747,4877,130,2.7
Sirajganj 1,Bangladesh Jamaat-e-Islami,107883,108815,932,0.9
Sirajganj 1,Bangladesh Nationalist Party - BNP,116061,116613,552,0.5
Sirajganj 1,Gonodhikar Parishad - GOP,1168,1170,2,0.2
Sirajganj 1,Independent,256,263,7,2.7
Sirajganj 1,Jatiya Party,2196,2234,38,1.7
Sirajganj 1,Nagorik Oikko,318,321,3,0.9
Sirajganj 2,Bangladesh Jamaat-e-Islami,137137,138797,1660,1.2
Sirajganj 2,Bangladesh Nationalist Party - BNP,176585,177578,993,0.6
Sirajganj 2,Bangladesh Samajtantrik Dal - BASAD,850,864,14,1.6
Sirajganj 2,Communist Party of Bangladesh,763,769,6,0.8
Sirajganj 2,Gonodhikar Parishad - GOP,408,410,2,0.5
Sirajganj 2,Islamic Andolan Bangladesh,2138,2167,29,1.4
Sirajganj 2,Jonotar Dol,169,181,12,7.1
Sirajganj 3,Bangladesh Khelafat Majlis,115833,0,-115833,-100.0
Sirajganj 3,Bangladesh Nationalist Party - BNP,173514,174430,916,0.5
Sirajganj 3,Independent,987,1006,19,1.9
Sirajganj 3,Jatiya Party,1627,1658,31,1.9
Sirajganj 3,Khelafat Majlis,0,116802,116802,0
Sirajganj 4,Bangladesh Jamaat-e-Islami,159693,161872,2179,1.4
Sirajganj 4,Bangladesh Nationalist Party - BNP,160458,161278,820,0.5
Sirajganj 4,Communist Party of Bangladesh,694,695,1,0.1
Sirajganj 4,Islamic Andolan Bangladesh,2210,2216,6,0.3
Sirajganj 4,Jatiya Party,1198,1213,15,1.3
Sirajganj 5,Bangladesh Jamaat-e-Islami,105188,106805,1617,1.5
Sirajganj 5,Bangladesh Nationalist Party - BNP,134197,134989,792,0.6
Sirajganj 5,Communist Party of Bangladesh,324,0,-324,-100.0
Sirajganj 5,Gonodhikar Parishad - GOP,232,0,-232,-100.0
Sirajganj 5,Islamic Andolan Bangladesh,5691,0,-5691,-100.0
Sirajganj 5,Jatiya Party,1196,0,-1196,-100.0
Sirajganj 6,Amar Bangladesh Party - AB Party,268,271,3,1.1
Sirajganj 6,Amjanatar Dol,649,653,4,0.6
Sirajganj 6,Bangladesh Islami Front,1130,1133,3,0.3
Sirajganj 6,Bangladesh Nationalist Party - BNP,170129,171508,1379,0.8
Sirajganj 6,Bangladesh Samajtantrik Dal - BASAD,375,400,25,6.7
Sirajganj 6,Independent,679,693,14,2.1
Sirajganj 6,Islamic Andolan Bangladesh,2540,2280,-260,-10.2
Sirajganj 6,Jatiya Party,1062,1098,36,3.4
Sirajganj 6,Jatiya Samajtantrik Dal - JSD,884,890,6,0.7
Sirajganj 6,Jatiyo Nagorik Party - NCP,102185,103884,1699,1.7
Sunamganj 1,Bangladesh Jamaat-e-Islami,91696,92966,1270,1.4
Sunamganj 1,Bangladesh Nationalist Party - BNP,160515,161774,1259,0.8
Sunamganj 1,Bangladesh Nezame Islam Party,1155,1184,29,2.5
Sunamganj 2,Bangladesh Jamaat-e-Islami,62587,63220,633,1.0
Sunamganj 2,Bangladesh Nationalist Party - BNP,99132,99522,390,0.4
Sunamganj 2,Communist Party of Bangladesh,1210,1232,22,1.8
Sunamganj 3,Amar Bangladesh Party - AB Party,4849,4937,88,1.8
Sunamganj 3,Bangladesh Khelafat Majlis,13667,0,-13667,-100.0
Sunamganj 3,Bangladesh Nationalist Party - BNP,96666,97313,647,0.7
Sunamganj 3,Independent,42389,42640,251,0.6
Sunamganj 3,Khelafat Majlis,818,15061,14243,1741.2
Sunamganj 4,Bangladesh Jamaat-e-Islami,74365,75735,1370,1.8
Sunamganj 4,Bangladesh Nationalist Party - BNP,97404,98092,688,0.7
Sunamganj 4,Independent,26073,26307,234,0.9
Sunamganj 4,Islamic Andolan Bangladesh,1909,1935,26,1.4
Sunamganj 4,Jatiya Party,1777,1789,12,0.7
Sunamganj 5,Bangladesh Jamaat-e-Islami,99672,102121,2449,2.5
Sunamganj 5,Bangladesh Nationalist Party - BNP,150810,151915,1105,0.7
Sunamganj 5,Jatiya Party,1492,1524,32,2.1
Sunamganj 5,Khelafat Majlis,2246,2278,32,1.4
Sunamganj 5,National Peoples Party - NPP,423,433,10,2.4
Sylhet 1,Bangladesh Jamaat-e-Islami,129850,134983,5133,4.0
Sylhet 1,Bangladesh Nationalist Party - BNP,174517,176936,2419,1.4
Sylhet 1,Bangladesh Samajtantrik Dal (Marxist),785,0,-785,-100.0
Sylhet 1,Bangladesh Samajtantrik Dal - BASAD,1110,0,-1110,-100.0
Sylhet 1,Communist Party of Bangladesh,897,0,-897,-100.0
Sylhet 1,Gonodhikar Parishad - GOP,304,0,-304,-100.0
Sylhet 1,Insaniyat Biplob Bangladesh,226,0,-226,-100.0
Sylhet 1,Islamic Andolan Bangladesh,2639,2701,62,2.3
Sylhet 2,Bangladesh Nationalist Party - BNP,116697,117956,1259,1.1
Sylhet 2,Gonoforum,632,0,-632,-100.0
Sylhet 2,Islamic Andolan Bangladesh,1389,0,-1389,-100.0
Sylhet 2,Jatiya Party,1404,0,-1404,-100.0
Sylhet 2,Khelafat Majlis,37446,38635,1189,3.2
Sylhet 3,Bangladesh Khelafat Majlis,73614,0,-73614,-100.0
Sylhet 3,Bangladesh Nationalist Party - BNP,114255,115450,1195,1.0
Sylhet 3,Independent,4426,0,-4426,-100.0
Sylhet 3,Islamic Andolan Bangladesh,1370,76614,75244,5492.3
Sylhet 3,Jatiya Party,2594,0,-2594,-100.0
Sylhet 3,Khelafat Majlis,0,76614,76614,0
Sylhet 4,Bangladesh Jamaat-e-Islami,69589,71391,1802,2.6
Sylhet 4,Bangladesh Nationalist Party - BNP,185703,186846,1143,0.6
Sylhet 4,Gonodhikar Parishad - GOP,555,10,-545,-98.2
Sylhet 4,Islamic Andolan Bangladesh,2684,0,-2684,-100.0
Sylhet 4,Jatiya Party,1948,0,-1948,-100.0
Sylhet 5,Bangladesh Muslim League,366,0,-366,-100.0
Sylhet 5,Bangladesh Muslim League - BML,0,0,0,0
Sylhet 5,Independent,56477,0,-56477,-100.0
Sylhet 5,Jamiate Ulama-e-Islam Bangladesh,68869,69774,905,1.3
Sylhet 5,Khelafat Majlis,76221,79355,3134,4.1
Sylhet 6,Bangladesh Jamaat-e-Islami,97748,101569,3821,3.9
Sylhet 6,Bangladesh Nationalist Party - BNP,108612,109917,1305,1.2
Sylhet 6,Gonodhikar Parishad - GOP,1381,0,-1381,-100.0
Sylhet 6,Independent,23634,0,-23634,-100.0
Sylhet 6,Jatiya Party,1144,0,-1144,-100.0
Tangail 1,Bangladesh Jamaat-e-Islami,93045,94462,1417,1.5
Tangail 1,Bangladesh Nationalist Party - BNP,152908,153932,1024,0.7
Tangail 1,Independent,28811,28982,171,0.6
Tangail 1,Islamic Andolan Bangladesh,1711,1731,20,1.2
Tangail 1,Jatiya Party,2137,2194,57,2.7
Tangail 2,Bangladesh Jamaat-e-Islami,59873,60871,998,1.7
Tangail 2,Bangladesh Nationalist Party - BNP,195590,198213,2623,1.3
Tangail 2,Islamic Andolan Bangladesh,4705,4777,72,1.5
Tangail 2,Jatiya Party,1768,1854,86,4.9
Tangail 3,Bangladesh Nationalist Party - BNP,81734,82769,1035,1.3
Tangail 3,Independent,107843,108988,1145,1.1
Tangail 3,Islamic Andolan Bangladesh,3993,4075,82,2.1
Tangail 3,Jatiyo Nagorik Party - NCP,33203,34588,1385,4.2
Tangail 4,Bangladesh Jamaat-e-Islami,48560,50192,1632,3.4
Tangail 4,Bangladesh Nationalist Party - BNP,104243,105342,1099,1.1
Tangail 4,Independent,66027,66661,634,1.0
Tangail 4,Islamic Andolan Bangladesh,1791,1822,31,1.7
Tangail 4,Jatiya Party,755,758,3,0.4
Tangail 5,Bangladesh Congress,109,109,0,0.0
Tangail 5,Bangladesh Jamaat-e-Islami,78539,80283,1744,2.2
Tangail 5,Bangladesh Nationalist Party - BNP,130133,131279,1146,0.9
Tangail 5,Bangladesh Supreme Party - BSP,1186,1189,3,0.3
Tangail 5,Gonodhikar Parishad - GOP,261,263,2,0.8
Tangail 5,Gonoshonghoti Andolon,216,221,5,2.3
Tangail 5,Independent,69027,69408,381,0.6
Tangail 5,Islamic Andolan Bangladesh,2559,2600,41,1.6
Tangail 5,Jatiya Party,1620,1636,16,1.0
Tangail 5,Jatiya Samajtantrik Dal - JSD,1054,1092,38,3.6
Tangail 6,Bangladesh Jamaat-e-Islami,89643,91914,2271,2.5
Tangail 6,Bangladesh Nationalist Party - BNP,149512,150952,1440,1.0
Tangail 6,Independent,17955,18157,202,1.1
Tangail 6,Islamic Andolan Bangladesh,11934,24136,12202,102.2
Tangail 6,Jatiya Party,1134,1166,32,2.8
Tangail 6,National Party - JP,3460,3489,29,0.8
Tangail 7,Bangladesh Jamaat-e-Islami,71040,71040,0,0.0
Tangail 7,Bangladesh Nationalist Party - BNP,141253,141253,0,0.0
Tangail 7,Bangladesh Republican Party - BRP,1492,1492,0,0.0
Tangail 8,Amjanatar Dol,328,330,2,0.6
Tangail 8,Bangladesh Jamaat-e-Islami,53621,55709,2088,3.9
Tangail 8,Bangladesh Nationalist Party - BNP,113214,114217,1003,0.9
Tangail 8,Biplabi Workers Party,507,510,3,0.6
Tangail 8,Independent,76468,77130,662,0.9
Tangail 8,Jatiya Party,559,565,6,1.1
Thakurgaon 1,Bangladesh Jamaat-e-Islami,139571,141017,1446,1.0
Thakurgaon 1,Bangladesh Nationalist Party - BNP,237178,238836,1658,0.7
Thakurgaon 1,Islamic Andolan Bangladesh,3921,3951,30,0.8
Thakurgaon 2,Amar Bangladesh Party - AB Party,446,451,5,1.1
Thakurgaon 2,Bangladesh Jamaat-e-Islami,114470,115707,1237,1.1
Thakurgaon 2,Bangladesh Nationalist Party - BNP,120306,121017,711,0.6
Thakurgaon 2,Communist Party of Bangladesh,371,380,9,2.4
Thakurgaon 2,Gonodhikar Parishad - GOP,1837,1843,6,0.3
Thakurgaon 2,Islamic Andolan Bangladesh,431,437,6,1.4
Thakurgaon 2,Jatiya Party,2854,2876,22,0.8
Thakurgaon 3,Bangladesh Jamaat-e-Islami,90767,91934,1167,1.3
Thakurgaon 3,Bangladesh Minority Janta Party - BMJP,666,680,14,2.1
Thakurgaon 3,Bangladesh Muslim League,113,0,-113,-100.0
Thakurgaon 3,Bangladesh Muslim League - BML,0,113,113,0
Thakurgaon 3,Bangladesh Nationalist Party - BNP,131887,132797,910,0.7
Thakurgaon 3,Bangladesh Supreme Party - BSP,503,503,0,0.0
Thakurgaon 3,Communist Party of Bangladesh,1537,1548,11,0.7
Thakurgaon 3,Gonodhikar Parishad - GOP,551,552,1,0.2
Thakurgaon 3,Independent,276,279,3,1.1
Thakurgaon 3,Islamic Andolan Bangladesh,1283,1295,12,0.9
Thakurgaon 3,Jatiya Party,26934,27133,199,0.7
