seat_name,candidate,party,votes,num_sources,sources,vote_details,comment
Rangpur 4,Md. Shah Alam Basar,Independent Candidate (Independent),0,2,"ds,dt",ds=0; dt=0,
Rangpur 4,Md. Zahid Hossain,Islami Andolan Bangladesh (IAB),0,2,"ds,dt",ds=0; dt=0,
Rangpur 4,Pragati Barman Tama,Socialist Party of Bangladesh (Marxist) (SPB-M),0,2,"ds,dt",ds=0; dt=0,
Rangpur 4,Ujjal Chandra Roy,Bangladesh Congress,0,1,ds,ds=0,
Rangpur 5,Md. Golam Rabbani,Bangladesh Jamaat-e-Islami (Jamaat),175208,4,"bss,ds,dt,tbs",bss=175208; ds=175208; dt=175208; tbs=176411,
Rangpur 5,Md. Golam Rabbani,Bangladesh Nationalist Party (BNP),114141,4,"bss,ds,dt,tbs",bss=114141; ds=114141; dt=114141; tbs=115116,
Rangpur 5,S. M. Fakhr Uz Zaman,Jatiya Party (JaPa),15115,3,"ds,dt,tbs",ds=0; dt=15115; tbs=14944,
Rangpur 5,Khandaker Mukit Al Mahmud,Independent Candidate (Independent),0,2,"ds,dt",ds=0; dt=0,
Rangpur 5,Md. Abdul Bashet,Amar Bangladesh Party (AB),0,2,"ds,dt",ds=0; dt=0,
Rangpur 5,Md. Abu Helal,Communist Party of Bangladesh (CPB),0,2,"ds,dt",ds=0; dt=0,
Rangpur 5,Md. Babul Akhter,Socialist Party of Bangladesh (Marxist) (SPB-M),0,2,"ds,dt",ds=0; dt=0,
Rangpur 5,Md. Golzar Hossain,Islami Andolan Bangladesh (IAB),0,2,"ds,dt",ds=0; dt=0,
Rangpur 5,Mofakhkharul Islam Nawab,Nagorik Oikya (NO),0,2,"ds,dt",ds=0; dt=0,
Rangpur 5,Md. Mahbubur Rahman,Bangladesh Congress,0,1,dt,dt=0,
Rangpur 6,Md. Nurul Amin,Bangladesh Jamaat-e-Islami (Jamaat),118890,4,"bss,ds,dt,tbs",bss=118890; ds=118890; dt=118160; tbs=120128,
Rangpur 6,Md. Sadequl Islam,Bangladesh Nationalist Party (BNP),116919,4,"bss,ds,dt,tbs",bss=116919; ds=116919; dt=116646; tbs=117703,
Rangpur 6,Abu Jafar Md. Zahid,Independent Candidate (Independent),0,2,"ds,dt",ds=0; dt=0,
Rangpur 6,Khandaker Shahidul Islam,Independent Candidate (Independent),0,1,ds,ds=0,
Rangpur 6,Md. Noor Alam Mia,Jatiya Party (JaPa),0,2,"ds,dt",ds=0; dt=0,
Rangpur 6,Sultan Mahmud,Islami Andolan Bangladesh (IAB),0,2,"ds,dt",ds=0; dt=0,
Rangpur 6,Takia Jahan Chowdhury,Independent Candidate (Independent),0,1,ds,ds=0,
Satkhira 1,Md. Izzat Ullah,Bangladesh Jamaat-e-Islami (Jamaat),193772,4,"bss,ds,dt,tbs",bss=193772; ds=193772; dt=193772; tbs=193772,
Satkhira 1,Md. Habibul Islam Habib,Bangladesh Nationalist Party (BNP),169995,4,"bss,ds,dt,tbs",bss=169995; ds=169995; dt=169995; tbs=169995,
Satkhira 1,Ziaur Rahman,Jatiya Party (JaPa),2544,3,"ds,dt,tbs",ds=0; dt=2544; tbs=2544,
Satkhira 1,Sheikh Md. Rezaul Karim,Islami Andolan Bangladesh (IAB),2071,3,"ds,dt,tbs",ds=0; dt=2071; tbs=2071,
Satkhira 1,Md. Iyarul Islam,Bangladesh Congress,715,3,"ds,dt,tbs",ds=0; dt=715; tbs=715,
Satkhira 2,Muhammad Abdul Khaliq,Bangladesh Jamaat-e-Islami (Jamaat),266959,4,"bss,ds,dt,tbs",bss=266959; ds=266959; dt=266959; tbs=266959,
Satkhira 2,Md. Abdur Rauf,Bangladesh Nationalist Party (BNP),116293,4,"bss,ds,dt,tbs",bss=116293; ds=116293; dt=116293; tbs=116293,
Satkhira 2,Md. Ashrafuzzaman,Jatiya Party (JaPa),4278,3,"ds,dt,tbs",ds=0; dt=4278; tbs=4278,
Satkhira 2,Mufti Rabiul Islam,Islami Andolan Bangladesh (IAB),1976,3,"ds,dt,tbs",ds=0; dt=1976; tbs=1976,
Satkhira 2,Md. Idris Ali,Jatiya Samajtantrik Dal (JSD),317,3,"ds,dt,tbs",ds=0; dt=317; tbs=317,
Satkhira 3,Hafez Muhaj Rabiul Bashar,Bangladesh Jamaat-e-Islami (Jamaat),184233,4,"bss,ds,dt,tbs",bss=184233; ds=184233; dt=184233; tbs=184233,
Satkhira 3,Md. Shahidul Alam,Independent Candidate (Independent),105379,4,"bss,ds,dt,tbs",bss=105379; ds=105379; dt=105379; tbs=105379,
Satkhira 3,Kazi Alauddin,Bangladesh Nationalist Party (BNP),56819,3,"ds,dt,tbs",ds=0; dt=56819; tbs=56819,
Satkhira 3,Md. Waj Qurani,Islami Andolan Bangladesh (IAB),2497,3,"ds,dt,tbs",ds=0; dt=2497; tbs=2497,
Satkhira 3,Md. Alip Hossain,Jatiya Party (JaPa),722,3,"ds,dt,tbs",ds=0; dt=722; tbs=722,
Satkhira 3,Rubel Hossain,Bangladesh Minority Janata Party (BMJP),583,3,"ds,dt,tbs",ds=0; dt=583; tbs=583,
Satkhira 4,G. M. Nazrul Islam,Bangladesh Jamaat-e-Islami (Jamaat),106913,4,"bss,ds,dt,tbs",bss=106913; ds=105805; dt=106913; tbs=106913,
Satkhira 4,Md. Moniruzzaman,Bangladesh Nationalist Party (BNP),85426,4,"bss,ds,dt,tbs",bss=85426; ds=84868; dt=85426; tbs=85426,
Satkhira 4,S. M. Mostafa Al Mamun,Islami Andolan Bangladesh (IAB),4902,3,"ds,dt,tbs",ds=0; dt=4902; tbs=4902,
Satkhira 4,Md. Abdur Rashid,Jatiya Party (JaPa),1142,3,"ds,dt,tbs",ds=0; dt=1142; tbs=1142,
Shariatpur 1,Saeed Ahmed,Bangladesh Nationalist Party (BNP),77398,4,"bss,ds,dt,tbs",bss=77398; ds=77398; dt=77398; tbs=77398,
Shariatpur 1,Jalaluddin Ahmad,Khelafat Majlis,62717,4,"bss,ds,dt,tbs",bss=62717; ds=62717; dt=62717; tbs=62717,
Shariatpur 1,Syed Nazrul Islam,Independent Candidate (Independent),14644,3,"ds,dt,tbs",ds=0; dt=14644; tbs=14644,
Shariatpur 1,Md. Tofayel Ahmed,Islami Andolan Bangladesh (IAB),10817,3,"ds,dt,tbs",ds=0; dt=10817; tbs=10817,
Shariatpur 1,Nur Mohammad Mia,Bangladesh Supreme Party (BSP),616,3,"ds,dt,tbs",ds=0; dt=616; tbs=616,
Shariatpur 1,Firoz Ahmed,Gono Odhikar Parishad (GOP),551,3,"ds,dt,tbs",ds=0; dt=551; tbs=551,
Shariatpur 1,Md. Abdur Rahman,National Citizen Party (NCP),475,3,"ds,dt,tbs",ds=0; dt=475; tbs=475,
Shariatpur 1,Mohammad Golam Mostafa,Independent Candidate (Independent),359,3,"ds,dt,tbs",ds=0; dt=359; tbs=359,
Shariatpur 2,Md. Shafiqul Rahman (Kiron),Bangladesh Nationalist Party (BNP),129814,4,"bss,ds,dt,tbs",bss=129814; ds=129814; dt=129814; tbs=129814,
Shariatpur 2,Mahmud Hossain,Bangladesh Jamaat-e-Islami (Jamaat),70892,4,"bss,ds,dt,tbs",bss=70892; ds=70892; dt=70892; tbs=70892,
Shariatpur 2,Imran Hossain,Islami Andolan Bangladesh (IAB),6505,3,"ds,dt,tbs",ds=0; dt=6505; tbs=6505,
Shariatpur 2,Jasim Uddin,Jatiya Party (JaPa),2547,3,"ds,dt,tbs",ds=0; dt=2547; tbs=2547,
Shariatpur 2,Parvez Musharraf,Janotar Dol,442,3,"ds,dt,tbs",ds=0; dt=442; tbs=442,
Shariatpur 2,Mahmudul Hasan,Bangladesh Khelafat Andolon (BKA),313,3,"ds,dt,tbs",ds=0; dt=313; tbs=313,
Shariatpur 2,Akhtaruzzaman Samrat,Gono Odhikar Parishad (GOP),283,3,"ds,dt,tbs",ds=0; dt=283; tbs=283,
Shariatpur 2,Md. Alamgir Hossain,Independent Candidate (Independent),246,3,"ds,dt,tbs",ds=0; dt=246; tbs=246,
Shariatpur 2,Md. Nasir,Independent Candidate (Independent),206,3,"ds,dt,tbs",ds=0; dt=0; tbs=206,
Shariatpur 3,Mia Nuruddin Ahmed Apu,Bangladesh Nationalist Party (BNP),107516,4,"bss,ds,dt,tbs",bss=107516; ds=107516; dt=75423; tbs=107516,vote-mismatch: spread=30%
Shariatpur 3,Muhammad Azharul Islam,Bangladesh Jamaat-e-Islami (Jamaat),69684,4,"bss,ds,dt,tbs",bss=69684; ds=69684; dt=48213; tbs=69684,vote-mismatch: spread=31%
Shariatpur 3,Hanif Mia,Islami Andolan Bangladesh (IAB),9814,3,"ds,dt,tbs",ds=0; dt=9814; tbs=9814,
Shariatpur 3,Md. Abdul Hannan,Jatiya Party (JaPa),2064,3,"ds,dt,tbs",ds=0; dt=2064; tbs=2064,
Sherpur 1,Md. Rashedul Islam Rashed,Bangladesh Jamaat-e-Islami (Jamaat),127811,4,"bss,ds,dt,tbs",bss=127811; ds=127811; dt=127811; tbs=127811,
Sherpur 1,Sansila Zebrin,Bangladesh Nationalist Party (BNP),78342,4,"bss,ds,dt,tbs",bss=78342; ds=78342; dt=78342; tbs=78342,
Sherpur 1,Md. Shafiqul Islam Masud,Independent Candidate (Independent),62415,2,"ds,dt",ds=62415; dt=62415,
Sherpur 1,Md. Mahmudul Haque Moni,Jatiya Party (JaPa),751,2,"ds,dt",ds=751; dt=751,
Sherpur 1,Md. Likhon Mia,National Citizen Party (NCP),456,2,"ds,dt",ds=456; dt=456,
Sherpur 1,Md. Elias Uddin,Independent Candidate (Independent),205,2,"ds,dt",ds=205; dt=205,
Sherpur 2,Mohammad Fahim Chowdhury,Bangladesh Nationalist Party (BNP),118472,4,"bss,ds,dt,tbs",bss=118472; ds=118472; dt=108335; tbs=118472,
Sherpur 2,Md. Golam Kibria,Bangladesh Jamaat-e-Islami (Jamaat),108335,4,"bss,ds,dt,tbs",bss=108335; ds=108335; dt=118472; tbs=108335,
Sherpur 2,Md. Abdullah Al Kayes,Islami Andolan Bangladesh (IAB),4877,3,"ds,dt,tbs",ds=4877; dt=4877; tbs=4877,
Sherpur 2,Md. Abdullah,Amar Bangladesh Party (AB),1038,2,"dt,tbs",dt=1038; tbs=1038,
Sherpur 3,Abu Taleb Md. Saifuddin,Islami Andolan Bangladesh (IAB),0,2,"ds,dt",ds=0; dt=0,
Sherpur 3,Md. Aminul Islam,Independent Candidate (Independent),0,2,"ds,dt",ds=0; dt=0,
Sherpur 3,Md. Mahmudul Haque Rubel,Bangladesh Nationalist Party (BNP),0,3,"bss,ds,dt",bss=0; ds=0; dt=0,
Sherpur 3,Mohammad Nuruzzaman,Bangladesh Jamaat-e-Islami (Jamaat),0,3,"bss,ds,dt",bss=0; ds=0; dt=0,
Sherpur 3,Md. Mizanur Rahman,Socialist Party of Bangladesh (Marxist) (SPB-M),0,1,dt,dt=0,
Sirajganj 1,Md. Selim Reza,Bangladesh Nationalist Party (BNP),116613,4,"bss,ds,dt,tbs",bss=116613; ds=116613; dt=116613; tbs=115132,
Sirajganj 1,Md. Shahinur Alam,Bangladesh Jamaat-e-Islami (Jamaat),108815,4,"bss,ds,dt,tbs",bss=108815; ds=108815; dt=108815; tbs=106732,
Sirajganj 1,Md. Zahurul Islam,Jatiya Party (JaPa),2234,3,"ds,dt,tbs",ds=0; dt=2234; tbs=2234,
Sirajganj 1,Mosammat Mallika Khatun,Gono Odhikar Parishad (GOP),1170,3,"ds,dt,tbs",ds=0; dt=1170; tbs=1170,
Sirajganj 1,Md. Nazmus Shakib,Nagorik Oikya (NO),321,3,"ds,dt,tbs",ds=0; dt=321; tbs=321,
Sirajganj 1,Md. Abdus Sabur,Independent Candidate (Independent),263,3,"ds,dt,tbs",ds=0; dt=263; tbs=263,
Sirajganj 2,Iqbal Hassan Mahmud,Bangladesh Nationalist Party (BNP),177578,4,"bss,ds,dt,tbs",bss=176638; ds=177578; dt=177578; tbs=177578,
Sirajganj 2,Muhammad Zahidul Islam,Bangladesh Jamaat-e-Islami (Jamaat),138797,4,"bss,ds,dt,tbs",bss=136595; ds=138797; dt=138797; tbs=138797,
Sirajganj 2,Md. Mohibullah,Islami Andolan Bangladesh (IAB),2167,3,"ds,dt,tbs",ds=0; dt=2167; tbs=2167,
Sirajganj 2,S. M. Abdullah Al Mamun,Bangladesh Samajtantrik Dal (Basad),864,3,"ds,dt,tbs",ds=0; dt=864; tbs=864,
Sirajganj 2,Md. Anwar Hossain,Communist Party of Bangladesh (CPB),769,3,"ds,dt,tbs",ds=0; dt=769; tbs=769,
Sirajganj 2,Mohammad Mahfuzur Rahman,Gono Odhikar Parishad (GOP),410,3,"ds,dt,tbs",ds=0; dt=410; tbs=410,
Sirajganj 2,Md. Sohel Rana,Janotar Dol,181,3,"ds,dt,tbs",ds=0; dt=181; tbs=181,
Sirajganj 3,Md. Aynul Haque,Bangladesh Nationalist Party (BNP),174430,4,"bss,ds,dt,tbs",bss=174430; ds=174430; dt=174430; tbs=174430,
Sirajganj 3,Muha. Abdur Rouf Sarkar,Khelafat Majlis,116802,4,"bss,ds,dt,tbs",bss=116802; ds=116802; dt=116802; tbs=116802,
Sirajganj 3,Md. Fazlul Haque,Jatiya Party (JaPa),1658,3,"ds,dt,tbs",ds=1658; dt=1658; tbs=1658,
Sirajganj 3,Md. Elias Reza Robin,Independent Candidate (Independent),1006,3,"ds,dt,tbs",ds=1006; dt=1006; tbs=1006,
Sirajganj 4,Md. Rafiqul Islam Khan,Bangladesh Jamaat-e-Islami (Jamaat),161872,4,"bss,ds,dt,tbs",bss=161872; ds=161872; dt=161872; tbs=161872,
Sirajganj 4,M. Akbar Ali,Bangladesh Nationalist Party (BNP),161278,4,"bss,ds,dt,tbs",bss=161278; ds=161278; dt=161278; tbs=161278,
Sirajganj 4,Abdur Rahman,Islami Andolan Bangladesh (IAB),2216,2,"ds,dt",ds=2216; dt=2216,
Sirajganj 4,Md. Hilton Pramanik,Jatiya Party (JaPa),1213,2,"ds,dt",ds=1213; dt=1213,
Sirajganj 4,Md. Abdul Hakim,Communist Party of Bangladesh (CPB),695,2,"ds,dt",ds=695; dt=695,
Sirajganj 5,Md. Amirul Islam Khan,Bangladesh Nationalist Party (BNP),134989,4,"bss,ds,dt,tbs",bss=134197; ds=134989; dt=588084; tbs=134989,vote-mismatch: spread=77%
Sirajganj 5,Md. Ali Alam,Bangladesh Jamaat-e-Islami (Jamaat),106805,4,"bss,ds,dt,tbs",bss=105188; ds=106805; dt=47876; tbs=106805,vote-mismatch: spread=55%
Sirajganj 5,Nurun Nabi,Islami Andolan Bangladesh (IAB),5759,3,"ds,dt,tbs",ds=0; dt=0; tbs=5759,
Sirajganj 5,Md. Akbar Hossain,Jatiya Party (JaPa),1224,3,"ds,dt,tbs",ds=0; dt=0; tbs=1224,
Sirajganj 5,Md. Motiar Rahman,Communist Party of Bangladesh (CPB),328,3,"ds,dt,tbs",ds=0; dt=0; tbs=328,
Sirajganj 5,Md. Yusuf Ali,Gono Odhikar Parishad (GOP),235,3,"ds,dt,tbs",ds=0; dt=0; tbs=235,
Sirajganj 6,M. A. Muhit,Bangladesh Nationalist Party (BNP),171508,4,"bss,ds,dt,tbs",bss=171508; ds=171508; dt=171508; tbs=171508,
Sirajganj 6,S. M. Saif Mostafiz,National Citizen Party (NCP),103884,4,"bss,ds,dt,tbs",bss=103884; ds=103884; dt=103884; tbs=103884,
Sirajganj 6,Misbah Uddin,Islami Andolan Bangladesh (IAB),2280,2,"ds,dt",ds=0; dt=2280,
Sirajganj 6,Md. Mosharraf Hossain Shahidul,Bangladesh Islami Front (BIF),1133,2,"ds,dt",ds=0; dt=1133,
Sirajganj 6,Md. Moktar Hossain,Jatiya Party (JaPa),1098,2,"ds,dt",ds=0; dt=1098,
Sirajganj 6,Elora Khatun,Jatiya Samajtantrik Dal (JSD),890,2,"ds,dt",ds=0; dt=890,
Sirajganj 6,Md. Asadul Haque,Amjanatar Dol,653,2,"ds,dt",ds=0; dt=653,
Sirajganj 6,Md. Humayun Kabir,Independent Candidate (Independent),441,2,"ds,dt",ds=0; dt=441,
Sirajganj 6,Md. Anwar Hossain,Bangladesh Samajtantrik Dal (Basad),400,2,"ds,dt",ds=0; dt=400,
Sirajganj 6,Abu Jafar Md. Anwarus Sadat,Amar Bangladesh Party (AB),271,2,"ds,dt",ds=0; dt=271,
Sirajganj 6,Md. Waseeq Iqbal Khan Majlis,Independent Candidate (Independent),252,2,"ds,dt",ds=0; dt=252,
Sunamganj 1,Kamruzzaman Kamrul,Bangladesh Nationalist Party (BNP),161774,4,"bss,ds,dt,tbs",bss=161774; ds=161774; dt=161774; tbs=161774,
Sunamganj 1,Tofayel Ahmed,Bangladesh Jamaat-e-Islami (Jamaat),92966,4,"bss,ds,dt,tbs",bss=92966; ds=92966; dt=92966; tbs=92966,
Sunamganj 1,Maulana Mujammil Haque Talukder,Bangladesh Nezame Islam Party (BNIP),1184,3,"ds,dt,tbs",ds=0; dt=1184; tbs=1184,
Sunamganj 2,Md. Nashir Chowdhury,Bangladesh Nationalist Party (BNP),99522,4,"bss,ds,dt,tbs",bss=99522; ds=99522; dt=99522; tbs=99522,
Sunamganj 2,Mohammad Shishir Monir,Bangladesh Jamaat-e-Islami (Jamaat),63220,4,"bss,ds,dt,tbs",bss=63220; ds=63220; dt=63220; tbs=63220,
Sunamganj 2,Niranjan Das,Communist Party of Bangladesh (CPB),1232,3,"ds,dt,tbs",ds=0; dt=1232; tbs=1232,
Sunamganj 3,Mohammad Kaishar Ahmed,Bangladesh Nationalist Party (BNP),97313,4,"bss,ds,dt,tbs",bss=97313; ds=97313; dt=97313; tbs=97313,
Sunamganj 3,Md. Anwar Hossain,Independent Candidate (Independent),42226,3,"ds,dt,tbs",ds=42226; dt=42226; tbs=42226,
Sunamganj 3,Syed Talha Alam,Amar Bangladesh Party (AB),4937,3,"ds,dt,tbs",ds=0; dt=4937; tbs=4937,
Sunamganj 3,Mohammad Shahinur Pasha Chowdhury,Khelafat Majlis,858,3,"ds,dt,tbs",ds=0; dt=858; tbs=237,"same-party-merged (LOW SIMILARITY 0.48): [ds,dt,tbs] 'Mohammad Shahinur Pasha Chowdhury' (ds=0; dt=14203; tbs=14203) -> [ds,dt,tbs] 'Sheikh Mushtaq Ahmed' (ds=0; dt=858; tbs=237), party=Khelafat Majlis; vote-mismatch: spread=72%"
Sunamganj 3,Md. Mahfuzur Rahman Khaled (Tushar),Independent Candidate (Independent),237,3,"ds,dt,tbs",ds=0; dt=237; tbs=237,
Sunamganj 3,Hussain Ahmed,Independent Candidate (Independent),177,4,"bss,ds,dt,tbs",bss=42226; ds=0; dt=177; tbs=177,vote-mismatch: spread=100%
Sunamganj 4,Nurul Islam,Bangladesh Nationalist Party (BNP),98092,4,"bss,ds,dt,tbs",bss=98092; ds=98092; dt=98092; tbs=98092,
Sunamganj 4,Md. Samach Uddin,Bangladesh Jamaat-e-Islami (Jamaat),75735,4,"bss,ds,dt,tbs",bss=75735; ds=75735; dt=75735; tbs=75735,
Sunamganj 4,Dewan Zainul Zakerin,Independent Candidate (Independent),26307,3,"ds,dt,tbs",ds=0; dt=26307; tbs=26307,
Sunamganj 4,Shahidul Islam,Islami Andolan Bangladesh (IAB),1935,3,"ds,dt,tbs",ds=0; dt=1935; tbs=1935,
Sunamganj 4,Md. Nazmul Huda,Jatiya Party (JaPa),1789,3,"ds,dt,tbs",ds=0; dt=1789; tbs=1789,
Sunamganj 5,Kalim Uddin Ahmed,Bangladesh Nationalist Party (BNP),151915,4,"bss,ds,dt,tbs",bss=151915; ds=151915; dt=151915; tbs=151915,
Sunamganj 5,Abu Tahir Muhammad Abdus Salam,Bangladesh Jamaat-e-Islami (Jamaat),102121,4,"bss,ds,dt,tbs",bss=102121; ds=102121; dt=102121; tbs=102121,
Sunamganj 5,Mohammad Abdul Qadir,Khelafat Majlis,2278,3,"ds,dt,tbs",ds=0; dt=2278; tbs=2278,
Sunamganj 5,Mohammad Jahangir Alam,Jatiya Party (JaPa),1524,3,"ds,dt,tbs",ds=0; dt=1524; tbs=1524,
Sunamganj 5,Md. Azizul Haque,National People's Party (NPP),433,3,"ds,dt,tbs",ds=0; dt=433; tbs=433,
Sylhet 1,Khandaker Abdul Muktadir,Bangladesh Nationalist Party (BNP),176936,4,"bss,ds,dt,tbs",bss=173932; ds=173932; dt=176936; tbs=176936,
Sylhet 1,Mahmudul Hasan,Islami Andolan Bangladesh (IAB),134983,3,"ds,dt,tbs",ds=0; dt=134983; tbs=2701,vote-mismatch: spread=98%
Sylhet 1,Maulana Habibur Rahman,Bangladesh Jamaat-e-Islami (Jamaat),134983,4,"bss,ds,dt,tbs",bss=134983; ds=134983; dt=474; tbs=134983,vote-mismatch: spread=100%
Sylhet 1,Pranab Jyoti Pal,Bangladesh Samajtantrik Dal (Basad),1113,3,"ds,dt,tbs",ds=0; dt=0; tbs=1113,
Sylhet 1,Mohammad Anwar Hossain,Communist Party of Bangladesh (CPB),908,3,"ds,dt,tbs",ds=0; dt=0; tbs=908,
Sylhet 1,Sanjay Kanta Das,Socialist Party of Bangladesh (Marxist) (SPB-M),801,3,"ds,dt,tbs",ds=0; dt=0; tbs=801,
Sylhet 1,Akmal Hossain,Gono Odhikar Parishad (GOP),314,3,"ds,dt,tbs",ds=0; dt=0; tbs=314,
Sylhet 1,Md. Shamim Mia,Insaniyat Biplob Bangladesh (IBB),0,2,"ds,dt",ds=0; dt=0,
Sylhet 2,Deleted by Tahsina Rushdie,Bangladesh Nationalist Party (BNP),117956,4,"bss,ds,dt,tbs",bss=117956; ds=117956; dt=116697; tbs=116697,
Sylhet 2,Muhammad Muntashir Ali,Khelafat Majlis,37446,4,"bss,ds,dt,tbs",bss=38635; ds=38635; dt=37446; tbs=37446,
Sylhet 2,Mahbubur Rahman Chowdhury,Jatiya Party (JaPa),0,2,"ds,dt",ds=0; dt=0,
Sylhet 2,Md. Amir Uddin,Islami Andolan Bangladesh (IAB),0,2,"ds,dt",ds=0; dt=0,
Sylhet 2,Md. Mujibul Haque,Gono Forum (GF),0,2,"ds,dt",ds=0; dt=0,
Sylhet 3,Mohammad Abdul Malik,Bangladesh Nationalist Party (BNP),115450,4,"bss,ds,dt,tbs",bss=115450; ds=115450; dt=114255; tbs=114255,
Sylhet 3,Redwanul Haque Chowdhury,Islami Andolan Bangladesh (IAB),76614,2,"ds,dt",ds=0; dt=76614,
Sylhet 3,Musleh Uddin Raju,Khelafat Majlis,73614,4,"bss,ds,dt,tbs",bss=73614; ds=73614; dt=76614; tbs=73614,
Sylhet 3,Mainul Bakar,Independent Candidate (Independent),0,2,"ds,dt",ds=0; dt=0,
Sylhet 3,Mohammad Atikur Rahman,Jatiya Party (JaPa),0,2,"ds,dt",ds=0; dt=0,
Sylhet 3,Mostakim Raja Chowdhury,Independent Candidate (Independent),0,2,"ds,dt",ds=0; dt=0,
Sylhet 4,Ariful Haque Chowdhury,Bangladesh Nationalist Party (BNP),181609,4,"bss,ds,dt,tbs",bss=186846; ds=186846; dt=181609; tbs=181609,
Sylhet 4,Md. Joynal Abedin,Bangladesh Jamaat-e-Islami (Jamaat),65776,4,"bss,ds,dt,tbs",bss=71391; ds=71391; dt=65776; tbs=65776,
Sylhet 4,Zahirul Islam,Gono Odhikar Parishad (GOP),10,2,"ds,dt",ds=0; dt=10,
Sylhet 4,Maulana Said Ahmed,Islami Andolan Bangladesh (IAB),0,2,"ds,dt",ds=0; dt=0,
Sylhet 4,Mohammad Mujibur Rahman,Jatiya Party (JaPa),0,2,"ds,dt",ds=0; dt=0,
Sylhet 5,Mohammad Abul Hasan,Khelafat Majlis,79355,4,"bss,ds,dt,tbs",bss=79355; ds=79355; dt=79355; tbs=79355,
Sylhet 5,Ubaidullah Farooq,Jamiat Ulema-e-Islam Bangladesh (JUIB),69774,4,"bss,ds,dt,tbs",bss=69774; ds=69774; dt=69774; tbs=69774,
Sylhet 5,Mamunur Rashid,Independent Candidate (Independent),54614,3,"ds,dt,tbs",ds=0; dt=0; tbs=54614,
Sylhet 5,Md. Bilal Uddin,Bangladesh Muslim League (BML),0,2,"ds,dt",ds=0; dt=0,
Sylhet 6,Emran Ahmad Chowdhury,Bangladesh Nationalist Party (BNP),109917,4,"bss,ds,dt,tbs",bss=109917; ds=109917; dt=108612; tbs=108612,
Sylhet 6,Mohammad Salim Uddin,Bangladesh Jamaat-e-Islami (Jamaat),101569,4,"bss,ds,dt,tbs",bss=101569; ds=101569; dt=1343; tbs=97748,vote-mismatch: spread=99%
Sylhet 6,Md. Fakhrul Islam,Independent Candidate (Independent),0,2,"ds,dt",ds=0; dt=0,
Sylhet 6,Mohammad Abdun Noor,Jatiya Party (JaPa),0,2,"ds,dt",ds=0; dt=0,
Sylhet 6,Zahidur Rahman,Gono Odhikar Parishad (GOP),0,2,"ds,dt",ds=0; dt=0,
Tangail 1,Fakir Mahbub Anam,Bangladesh Nationalist Party (BNP),153932,4,"bss,ds,dt,tbs",bss=153932; ds=153932; dt=153932; tbs=153932,
Tangail 1,Muhammad Abdullahel Kafi,Bangladesh Jamaat-e-Islami (Jamaat),94462,4,"bss,ds,dt,tbs",bss=94462; ds=94462; dt=94462; tbs=94462,
Tangail 1,Md. Asadul Islam,Independent Candidate (Independent),28259,3,"ds,dt,tbs",ds=0; dt=28259; tbs=28259,
Tangail 1,Muhammad Ilias Hossain,Jatiya Party (JaPa),2194,3,"ds,dt,tbs",ds=0; dt=2194; tbs=2194,
Tangail 1,Md. Harun Or Rashid,Islami Andolan Bangladesh (IAB),1731,3,"ds,dt,tbs",ds=0; dt=1731; tbs=1731,
Tangail 1,Mohammad Ali,Independent Candidate (Independent),723,3,"ds,dt,tbs",ds=0; dt=723; tbs=723,
Tangail 2,Md. Abdus Salam Pintu,Bangladesh Nationalist Party (BNP),198213,4,"bss,ds,dt,tbs",bss=198213; ds=198213; dt=198213; tbs=198213,
Tangail 2,Md. Humayun Kabir,Bangladesh Jamaat-e-Islami (Jamaat),60871,4,"bss,ds,dt,tbs",bss=60871; ds=60871; dt=60871; tbs=60871,
Tangail 2,Md. Monowar Hossain Sagar,Islami Andolan Bangladesh (IAB),4777,3,"ds,dt,tbs",ds=0; dt=4777; tbs=4777,
Tangail 2,Md. Humayun Kabir Talukder,Jatiya Party (JaPa),1854,3,"ds,dt,tbs",ds=0; dt=1854; tbs=1854,
Tangail 3,Md. Lutfar Rahman Khan Azad,Independent Candidate (Independent),107901,4,"bss,ds,dt,tbs",bss=107901; ds=107901; dt=107901; tbs=107901,
Tangail 3,S. M. Obaidul Haque,Bangladesh Nationalist Party (BNP),82769,4,"bss,ds,dt,tbs",bss=82769; ds=82769; dt=82769; tbs=82769,
Tangail 3,Saifullah Haider,National Citizen Party (NCP),34588,3,"ds,dt,tbs",ds=0; dt=34588; tbs=34588,
Tangail 3,Md. Rezaul Karim,Islami Andolan Bangladesh (IAB),4075,3,"ds,dt,tbs",ds=0; dt=4075; tbs=107901,vote-mismatch: spread=96%
Tangail 3,Ainin Nahar,Independent Candidate (Independent),1087,3,"ds,dt,tbs",ds=0; dt=1087; tbs=1087,
Tangail 4,Md. Lutfar Rahman,Bangladesh Nationalist Party (BNP),105342,4,"bss,ds,dt,tbs",bss=105342; ds=105342; dt=105342; tbs=105342,
Tangail 4,Abdul Latif Siddiqui,Independent Candidate (Independent),62509,4,"bss,ds,dt,tbs",bss=62509; ds=62509; dt=62509; tbs=62509,
Tangail 4,Khandaker Abdur Razzaque,Bangladesh Jamaat-e-Islami (Jamaat),50192,3,"ds,dt,tbs",ds=0; dt=50192; tbs=50192,
Tangail 4,Md. Abdul Halim Mia,Independent Candidate (Independent),4152,3,"ds,dt,tbs",ds=0; dt=4152; tbs=4152,
