seat_name,division,district,area,total_voters,male_voters,female_voters,total_centers,total_candidates,total_votes_cast,referendum_yes,referendum_no,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,independent_total,Bangladesh Nationalist Party (BNP),Bangladesh Jamaat-e-Islami (Jamaat),National Citizen Party (NCP),Khelafat Majlis,Islami Andolan Bangladesh (IAB),Jatiya Party (JaPa),Bangladesh Islami Front (BIF),Gono Odhikar Parishad (GOP),Jamiat Ulema-e-Islam Bangladesh (JUIB),Bangladesh Liberal Democratic Party (LDP),Amar Bangladesh Party (AB),Bangladesh Development Party (BDP),Bangladesh Jatiya Party (BJP),Ganosanhati Andolan (GSA),Communist Party of Bangladesh (CPB),Jatiya Samajtantrik Dal (JSD),Bangladesh Samajtantrik Dal (Basad),Unique - Govinda Chandra Pramanik,Revolutionary Workers Party of Bangladesh (RWPB),Bangladesh Supreme Party (BSP),Bangladesh Nezame Islam Party (BNIP),Jatiya Party (Manju) (JP–Manju),Insaniyat Biplob Bangladesh (IBB),Janotar Dol,Bangladesh Republican Party (BRP),Zaker Party (ZP),Socialist Party of Bangladesh (Marxist) (SPB-M),Bangladesh Minority Janata Party (BMJP),Bangladesh Muslim League (BML),Bangladesh Congress,Nagorik Oikya (NO),Bangladesh Khelafat Andolon (BKA),Amjanatar Dol,National People's Party (NPP),Bangladesh Labour Party,Bangladesh National Awami Party–Bangladesh NAP (BNAP),Gono Forum (GF),Bangladesh Sangskritik Muktijote (BSM),Islami Oikya Jote (IOJ),Jatiya Ganatantrik Party (JAGPA),Nationalist Democratic Movement (NDM),Bangladesh Nationalist Front (BNF),Bangladesh Kallyan Party (BKP),Gono Front (GF),Ganatantri Party (GP),Bangladesh Somo Odhikar Party (BEP)
Mymensingh 1,Mymensingh,Mymensingh,"Dhobaura, Haluaghat",483712,241604,242104,143,7,210191,169644,66607,Mohammed Salman Omar,Independent Candidate (Independent),108265,Syed Imran Saleh,Bangladesh Nationalist Party (BNP),101926,108265,101926,,,53222,3125,,,,,,,,,,174,,,,,,,,,,,,224,,,,,,,,274,,,,,,,,,,,
Mymensingh 10,Mymensingh,Mymensingh,Gafargaon,409364,209120,200241,111,9,142598,129414,58334,Mohammad Akhtaruzzaman,Bangladesh Nationalist Party (BNP),75585,Abu Bakar Siddiqur Rahman,Independent Candidate (Independent),67013,67399,75585,66063,,,2504,369,,,,322,,,,364,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mymensingh 11,Mymensingh,Mymensingh,Baluka,358659,178020,180636,105,5,177246,119208,59211,Fakhr Uddin Ahmed,Bangladesh Nationalist Party (BNP),111230,Muhammad Morshed Alam,Independent Candidate (Independent),66016,66016,111230,,22195,,391,,,1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mymensingh 2,Mymensingh,Mymensingh,"Phulpur, Tarakanda",576167,294451,281713,174,7,264640,217169,68798,Muhammadullah,Khelafat Majlis,146202,Motahar Hossain Talukder,Bangladesh Nationalist Party (BNP),118438,49862,118438,,,146202,3857,725,,,,,,,,,,,,,,1071,,,,,,,,,,,,,,,,,,,,,,,,,,
Mymensingh 3,Mymensingh,Mymensingh,Gouripur,298268,150780,147487,92,5,141315,104092,42675,M. Iqbal Hossain,Bangladesh Nationalist Party (BNP),75320,Ahmed Tayebur Rahman,Independent Candidate (Independent),65995,65995,75320,,,,2745,,,,,,,,,,,,,,,,25706,,,,,,354,,,,,,,,,,,,,,,,,,,
Mymensingh 4,Mymensingh,Mymensingh,Mymensingh Sadar,695306,345005,350291,177,9,351548,250708,93293,Md. Abu Wahab Akand Wahid,Bangladesh Nationalist Party (BNP),179668,Mohammad Kamrul Ahsan,Bangladesh Jamaat-e-Islami (Jamaat),171880,,179668,171880,,,8701,3845,,,,,,,,456,1397,,,,,892,,,,,,,740,,,,,,,373,,,,,,,,,,,,
Mymensingh 5,Mymensingh,Mymensingh,Muktagacha,387927,194275,193650,104,5,231122,154913,52345,Mohammad Zakir Hossain,Bangladesh Nationalist Party (BNP),128896,Md. Matiur Rahman Akand,Bangladesh Jamaat-e-Islami (Jamaat),102228,,128896,102228,,,3648,,,,,,348,,,815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mymensingh 6,Mymensingh,Mymensingh,Phulbaria,417927,210330,207595,121,5,130656,160205,47472,Md. Kamrul Hasan,Bangladesh Jamaat-e-Islami (Jamaat),77325,Akhtar Sultana,Independent Candidate (Independent),53331,105301,49476,77325,,,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mymensingh 7,Mymensingh,Mymensingh,Trishal,403249,205179,198070,120,6,183900,149865,45440,Dr. Md. Mahabubur Rahman,Bangladesh Nationalist Party (BNP),99049,Md. Asaduzzaman Sohel,Bangladesh Jamaat-e-Islami (Jamaat),84851,34372,99049,84851,,,4058,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mymensingh 8,Mymensingh,Mymensingh,Ishwarganj,348879,179437,169436,92,4,155200,116473,46332,Lutfullah-el-Mazed,Bangladesh Nationalist Party (BNP),108685,Md. Aurangzeb Belal,Bangladesh Liberal Democratic Party (LDP),46515,,108685,,,,33029,1719,,,,46515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mymensingh 9,Mymensingh,Mymensingh,Nandail,384641,198692,185942,121,6,156929,121092,40583,Yasser Khan Chowdhury,Bangladesh Nationalist Party (BNP),85761,A. K. M. Anwarul Islam,Bangladesh Development Party (BDP),71168,30509,85761,,,,5596,798,,,,,,71168,,,,,,,,,,,,,,,,,,,,,,,,,252,,,,,,,,,
Naogaon 1,Rajshahi,Naogaon,"Niamatpur, Porsha, Sapahar",474067,235379,238684,165,5,327680,219689,106016,Md. Mostafizur Rahman,Bangladesh Nationalist Party (BNP),173864,Moha: Mahbubul Alam,Bangladesh Jamaat-e-Islami (Jamaat),153816,18088,173864,153816,,,9058,4243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naogaon 2,Rajshahi,Naogaon,"Patnitala, Dhamirhat",372436,185375,187059,124,3,276059,170832,89554,Md. Enamul Haque,Bangladesh Jamaat-e-Islami (Jamaat),141526,Md. Shamsuzzoha Khan,Bangladesh Nationalist Party (BNP),134533,,134533,141526,,,,,,,,,2580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naogaon 3,Rajshahi,Naogaon,"Badalgachhi, Mahadevpur",440785,218988,221796,141,8,286310,194071,91960,Md. Fazle Huda,Bangladesh Nationalist Party (BNP),166889,Md. Mahfuzur Rahman,Bangladesh Jamaat-e-Islami (Jamaat),119421,17952,166889,119421,,,3643,4869,,,,,,,,,,,1233,,,,,,,,,,,,,,,,,,,,,,,,,195,,,,
Naogaon 4,Rajshahi,Naogaon,Manda,333862,165643,168215,117,6,231509,143276,68393,Ekramul Bari Tipu,Bangladesh Nationalist Party (BNP),133924,Md. Abdur Rakib,Bangladesh Jamaat-e-Islami (Jamaat),97585,712,133924,97585,,,609,1327,,,,,,,,,2313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naogaon 5,Rajshahi,Naogaon,Naogaon Sadar,363030,180031,182994,113,5,234105,166832,53493,Md. Zahidul Islam Dhalu,Bangladesh Nationalist Party (BNP),129385,Abu Sadat Md. Sayem,Bangladesh Jamaat-e-Islami (Jamaat),104747,,129385,104747,,,4101,2176,,,,,,,,,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naogaon 6,Rajshahi,Naogaon,"Raninagar, Atrai",345416,174350,171061,114,5,206495,147618,58537,Sheikh Md. Rezaul Islam,Bangladesh Nationalist Party (BNP),108866,Md. Khobirul Islam,Bangladesh Jamaat-e-Islami (Jamaat),97629,19638,108866,97629,,,1833,,,,,,,,,,,,,,,,,,,,555,,,,,,,,,,,,,,,,,,,,,
Narail 1,Khulna,Narail,"Kalia, Narail Sadar (Sheikhhati Union, Kalora Union, Singasholpur Union, Bhadrabila Union, Bichali Union, Mulia Union)",294155,148505,145648,110,8,175200,100554,70959,Bishwas Jahangir Alam,Bangladesh Nationalist Party (BNP),99975,Md. Obaidullah,Bangladesh Jamaat-e-Islami (Jamaat),75225,3105,99975,75225,,,6352,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narail 2,Khulna,Narail,"Lohagra, Narail Sadar (Sheikhhati Union,Kolora Union, Singasholpur Union, Bhadrabila Union, Bichali Union, Mulia Union Except)",390988,194245,196739,147,8,196599,148247,86942,Md. Ataur Rahman,Bangladesh Jamaat-e-Islami (Jamaat),118142,Md. Monirul Islam,Independent Candidate (Independent),78457,78676,45463,118142,,,4729,688,,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,
Narayanganj 1,Dhaka,Narayanganj,Rupganj,408829,207849,200977,128,7,250048,188350,52470,Mustafizur Rahman Bhuiyan,Bangladesh Nationalist Party (BNP),158358,Md. Anwar Hossain Molla,Bangladesh Jamaat-e-Islami (Jamaat),91690,463,158358,91690,,,7186,,,219,,,,,,,261,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,,
Narayanganj 2,Dhaka,Narayanganj,Araihazar,364098,187801,176292,117,7,205345,166948,43876,Md. Nazrul Islam Azad,Bangladesh Nationalist Party (BNP),124291,Md. Elias Molla,Bangladesh Jamaat-e-Islami (Jamaat),81054,18744,124291,81054,,,5265,,,142,,,,,,,350,,,,,,,,,,227,,,,,,,,,,,,,,,,,,,,,
Narayanganj 3,Dhaka,Narayanganj,Sonargaon,593348,302290,291055,131,11,290318,245793,68660,Azharul Islam Mannan,Bangladesh Nationalist Party (BNP),155400,Md. Iqbal Hossain Bhuiyan,Bangladesh Jamaat-e-Islami (Jamaat),134918,24975,155400,134918,,1193,14223,,,314,,,137,,,638,,,,,,,,,,285,,,,,,,,1193,,,,,,,,,,,,,,
Narayanganj 4,Dhaka,Narayanganj,"Narayanganj Sadar, Narayanganj City Corporation ( 1-10 no. Ward )",540783,273715,267062,231,13,186790,202774,49607,Abdullah Al Amin,National Citizen Party (NCP),106171,Monir Hossain,Jamiat Ulema-e-Islam Bangladesh (JUIB),80619,48360,,,106171,800,16746,817,,106,80619,,,,,,479,370,282,,,643,,,,,11328,,,,,,,,,,,,,,,,,,,,,
Narayanganj 5,Dhaka,Narayanganj,"Narayanganj Sadar ( Alirtek, Gognagar ), Narayanganj City Corporation ( 11-27 no. Ward ), Bandar",485288,243768,241512,175,10,215995,193413,64393,Abul Kalam,Bangladesh Nationalist Party (BNP),114799,A. B. M. Sirajul Mamun,Khelafat Majlis,101196,34151,114799,,,101196,7708,,4650,643,,,,,,1023,1575,,370,,,,,,,,,,,,,,,,,,,,,242,,,,,,,,
Narsingdi 1,Dhaka,Narsingdi,Narsingdi Sadar,477209,243945,233252,136,8,256754,0,0,Khairul Kabir Khokon,Bangladesh Nationalist Party (BNP),161405,Md. Ibrahim Bhuiyan,Bangladesh Jamaat-e-Islami (Jamaat),95349,,161405,95349,,,13547,1012,955,485,,,,,,,,,,,,,,,207,,,,,,,,,,,,,,179,,,,,,,,,
Narsingdi 2,Dhaka,Narsingdi,"Narsingdi Sadar ( Amdia,  Panchdona, Meherpara ), Palash",286218,145235,140978,90,6,148659,0,0,Dr. Abdul Moin Khan,Bangladesh Nationalist Party (BNP),92739,Md. Amjad Hossain,Bangladesh Jamaat-e-Islami (Jamaat),55920,,92739,55920,19540,,,1285,708,,,,,,,,,,,,,,,,235,,,,,,,,,,,,,,,,,,,,,,,
Narsingdi 3,Dhaka,Narsingdi,Shibpur,284248,142947,141300,97,8,127743,0,0,Manzoor Elahi,Bangladesh Nationalist Party (BNP),82061,Md. Arif-ul-Islam Mridha,Independent Candidate (Independent),45682,45682,82061,5066,,25493,6843,266,,,,,,,,,,,,,,,,,622,,,1784,,,,,,,,,,,,,,,,,,,,
Narsingdi 4,Dhaka,Narsingdi,"Monohardi, Belabo",428954,212677,216274,158,9,242136,0,0,Sardar Md. Sakhawat Hossain,Bangladesh Nationalist Party (BNP),163392,Md. Jahangir Alam,Bangladesh Jamaat-e-Islami (Jamaat),78744,,163392,78744,,464,7079,1172,,,,,,,,,839,,,,,,,,1728,454,,,,,,163,,,,,,,,,,,,,,,,
Narsingdi 5,Dhaka,Narsingdi,Raipura,494650,255570,239065,163,10,182671,0,0,Md. Ashraf Uddin( Won ),Bangladesh Nationalist Party (BNP),137690,Tajul Islam,Khelafat Majlis,44981,27555,137690,,,44981,33109,500,2424,,,,,,,,,,,,,,,,1076,,,,,,,,,,,,,,,,,,,,,,,
Natore 1,Rajshahi,Natore,"Lalpur, Bagatipara",368276,183595,184679,125,10,266467,0,0,Farzana Sharmin,Bangladesh Nationalist Party (BNP),102726,Md. Abul Kalam Azad,Bangladesh Jamaat-e-Islami (Jamaat),90568,73368,102726,90568,,,1269,552,,298,,,,,,281,,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natore 2,Rajshahi,Natore,"Sadar, Naldanga",406886,201655,205222,156,6,299336,0,0,M. Ruhul Quddus Talukder Dulu,Bangladesh Nationalist Party (BNP),162841,Md. Yunus Ali,Bangladesh Jamaat-e-Islami (Jamaat),130066,621,162841,130066,,,2757,2587,,,,,,,,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natore 3,Rajshahi,Natore,Singra,326872,164088,162781,118,6,228191,0,0,Md. Anwarul Islam,Bangladesh Nationalist Party (BNP),119768,Md. Daudar Mahmud,Independent Candidate (Independent),66492,66864,119768,,20707,,19105,2119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natore 4,Rajshahi,Natore,"Gurdaspur, Baraigram",445172,221348,223821,167,5,312840,0,0,Md. Abdul Aziz,Bangladesh Nationalist Party (BNP),170551,Md. Abdul Hakim,Bangladesh Jamaat-e-Islami (Jamaat),135386,,170551,135386,,,3845,2799,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrakona 1,Mymensingh,Netrakona,"Durgapur, Kalmakanda",456182,231751,224427,124,6,245831,137805,79821,Barrister Kaiser Kamal,Bangladesh Nationalist Party (BNP),158343,Ghulam Rabbani,Khelafat Majlis,87488,,158343,,,87488,2220,1023,,,,,,,,,4429,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrakona 2,Mymensingh,Netrakona,"Netrakona Sadar, Barhatta",502438,252379,250047,172,5,238766,153793,79752,Md. Anwarul Haque,Bangladesh Nationalist Party (BNP),171399,Md. Fahim Rahman Khan Pathan,National Citizen Party (NCP),67367,,171399,,67367,,17240,4845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrakona 3,Mymensingh,Netrakona,"Atpara, Kendua",420686,214883,205794,149,6,187430,136005,60787,Rafiqul Islam Hilali,Bangladesh Nationalist Party (BNP),118469,Md. Delwar Hossain Bhuiyan,Independent Candidate (Independent),68961,68961,118469,41556,,,2760,574,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrakona 4,Mymensingh,Netrakona,"Madan, Khaliajuri, Mohanganj",375308,190313,184982,147,5,200641,82125,102113,Md. Lutfuzzaman Babar,Bangladesh Nationalist Party (BNP),160801,Md. Al Helal,Bangladesh Jamaat-e-Islami (Jamaat),39840,,160801,39840,,,2025,,,,,,,,,,3359,,,,282,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrakona 5,Mymensingh,Netrakona,Purbadhala,290117,147896,142219,81,3,82177,100671,44573,Machum Mustafa,Bangladesh Jamaat-e-Islami (Jamaat),82177,Md. Abu Taher Talukder,Bangladesh Nationalist Party (BNP),79412,,79412,82177,,,8341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nilphamari 1,Rangpur,Nilphamari,"Dimla, Domar",460271,232483,227786,154,8,267384,0,0,Md. Abdus Sattar,Bangladesh Jamaat-e-Islami (Jamaat),150824,Mawlana Md. Monzurul Islam,Jamiat Ulema-e-Islam Bangladesh (JUIB),119059,,,150824,,,1871,24552,,,119059,,,,,,,,,,,,,4501,,,,,312,,,,,,,,,4477,,,,,,210,,,,
Nilphamari 2,Rangpur,Nilphamari,Nilphamari Sadar,385785,193034,192749,135,6,279781,0,0,Al Faruq Abdul Latif,Bangladesh Jamaat-e-Islami (Jamaat),146430,Shahreen Islam,Bangladesh Nationalist Party (BNP),135418,307,135418,146430,,351,3260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,,,,
Nilphamari 3,Rangpur,Nilphamari,Jaldhaka,294446,149878,144567,105,4,197662,0,0,Obaidullah Salafi,Bangladesh Jamaat-e-Islami (Jamaat),109686,Alhaz Sayed Ali,Bangladesh Nationalist Party (BNP),89807,,89807,109686,,,990,3391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nilphamari 4,Rangpur,Nilphamari,"Kishoreganj, Saidpur",451814,226728,225081,169,9,206391,0,0,Abdul Muttakim,Bangladesh Jamaat-e-Islami (Jamaat),126222,Md. Abdul Gafur Sarkar,Bangladesh Nationalist Party (BNP),82086,5270,82086,126222,,,8335,67757,,,,,,,97,,,,,,,,,,,,,,630,,,,,,,,,,,,,,,,,,,
Noakhali 1,Chattogram,Noakhali,"Chatkhil, Sonaimuri (Bargaon Union, Ambernagar Union, Nateshwar Union Except)",452425,233711,218714,129,7,224869,165090,68947,A. M. Mahbub Uddin,Bangladesh Nationalist Party (BNP),126833,Md. Chaif ​​Ulyah,Bangladesh Jamaat-e-Islami (Jamaat),98036,,126833,98036,,,19289,1075,,,,,,,,,,482,,,,,,,188,,,,,,,274,,,,,,,,,,,,,,,,
Noakhali 2,Chattogram,Noakhali,"Sonaimuri (Bargaon Union, Ambernagar Union, Nateshwar Union), Senbag",360081,186305,173775,118,5,151036,138654,54457,Zainul Abdin Farroque,Bangladesh Nationalist Party (BNP),83982,Sultan Muhammad Zakaria Majumdar,National Citizen Party (NCP),67054,44712,83982,,67054,,6217,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noakhali 3,Chattogram,Noakhali,Begamganj,511759,269886,241865,149,7,264972,174292,88693,Md. Barkat Ullah Bulu,Bangladesh Nationalist Party (BNP),141031,Md. Borhan Uddin,Bangladesh Jamaat-e-Islami (Jamaat),123941,794,141031,123941,,800,9861,,,,,,,,,,,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noakhali 4,Chattogram,Noakhali,"Noakhali Sadar, Subarnachar",700339,366659,333677,196,7,368171,223535,133640,Md. Shahjahan,Bangladesh Nationalist Party (BNP),219182,Md. Ishak Khandaker,Bangladesh Jamaat-e-Islami (Jamaat),148989,,219182,148989,,,14783,2344,,542,,,,,,,,,,,,,,,493,,,,917,,,,,,,,,,,,,,,,,,,
Noakhali 5,Chattogram,Noakhali,"Kabirhat, Companyganj, Noakhali",503851,261779,242072,132,12,268261,167697,98834,Mohammad Fakhrul Islam,Bangladesh Nationalist Party (BNP),147808,Mohammad Belayet Hossain,Bangladesh Jamaat-e-Islami (Jamaat),120453,947,147808,120453,,,6224,1684,277,,,,,,,,,298,,,,,,,162,4855,141,,173,,,,,,,,,,,,,,,,,,,
Noakhali 6,Chattogram,Noakhali,Hatia,339185,178309,160874,96,10,155920,103131,53732,Abdul Hannan Masood,National Citizen Party (NCP),91899,Mohammad Mahbuber Rahman,Bangladesh Nationalist Party (BNP),64021,8547,64021,,91899,,2197,280,,191,,86,,,,,,1239,,,,505,,,,,,,,,,,,,,,,,,,,,,,,,,
Pabna 1,Rajshahi,Pabna,"Santhia,Fence,Fence Municipality (Haturia Nakalia Union,New Varenga Union,Kaitola union, Chakla Union)",464904,237675,227228,125,4,234219,0,0,Mohammad Najibur Rahman,Bangladesh Jamaat-e-Islami (Jamaat),129974,Md. Shamsur Rahman,Bangladesh Nationalist Party (BNP),104245,1033,104245,129974,,,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pabna 2,Rajshahi,Pabna,"Fence (Old Varenga Union,Jatsakhini Union,Rooppur Union,Masumdia Union,Dhallachar Union),Sujanagar",373425,191467,181957,108,5,292648,0,0,A. K. M. Selim Reza Habib,Bangladesh Nationalist Party (BNP),215406,Md. Hesab Uddin,Bangladesh Jamaat-e-Islami (Jamaat),77242,,215406,77242,,,5884,2260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,,,,,,,,,
Pabna 3,Rajshahi,Pabna,"Faridpur, Bhangura, Chatmohar",486806,243937,242863,176,8,291671,0,0,Muhammad Ali Ashgar,Bangladesh Jamaat-e-Islami (Jamaat),147475,Md. Hasan Zafir Tuhin,Bangladesh Nationalist Party (BNP),144206,38027,144206,147475,,,1769,1072,,986,,,,,,,,,,,,1420,,,,,,,,,,,,,,,,,173,,,,,,,,,
Pabna 4,Rajshahi,Pabna,"Atgharia, Ishwardi",440168,221442,218720,129,7,271549,0,0,Md. Abu Taleb Mondol,Bangladesh Jamaat-e-Islami (Jamaat),137675,Md. Habibur Rahman (Habib),Bangladesh Nationalist Party (BNP),133874,27970,133874,137675,,,2688,955,,,,,,,,,459,,,,,,,,,,,,,,,,182,,,,,,,,,,,,,,,
Pabna 5,Rajshahi,Pabna,Pabna Sadar,528044,266433,261608,163,4,346919,0,0,Md. Shamshur Rahman Shimul Biswas,Bangladesh Nationalist Party (BNP),181925,Md. Iqbal Hossain,Bangladesh Jamaat-e-Islami (Jamaat),164994,,181925,164994,,,4268,,,,,,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panchagarh 1,Rangpur,Panchagarh,"Tetulia, Panchagarh Sadar, Atwari",463700,231976,231723,156,7,344218,0,0,Muhammad Naushad Zamir,Bangladesh Nationalist Party (BNP),176169,Md. Sarjis Alam,National Citizen Party (NCP),168049,,176169,,168049,,,,,836,,,,,,,,3009,,,,1018,,,,,,,,,,,,,,,683,,,,,,,261,,,,
Panchagarh 2,Rangpur,Panchagarh,"Boda, Debiganj",417529,209708,207818,131,8,303512,0,0,Farhad Hossain Azad,Bangladesh Nationalist Party (BNP),174650,Md. Shafiul Alam,Bangladesh Jamaat-e-Islami (Jamaat),128862,1854,174650,128862,,,4391,2152,,,,,,,,,935,953,,,,1352,,,,,,,,,,,,,,,,,,,,,,,,,,
Patuakhali 1,Barishal,Patuakhali,"Mirzaganj, Dumki, Patuakhali Sadar",505840,254339,251493,159,6,259294,153092,89268,Altaf Hossain Chowdhury,Bangladesh Nationalist Party (BNP),152087,Md. Firoz Alam,Islami Andolan Bangladesh (IAB),58161,,152087,,,,58161,1055,,347,,,46310,,,,,1334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patuakhali 2,Barishal,Patuakhali,Baufal,315282,160501,154779,114,5,188607,113100,61005,Md. Shafiqul Islam,Bangladesh Jamaat-e-Islami (Jamaat),100750,Md. Shahidul Alam Talukdar,Bangladesh Nationalist Party (BNP),72676,,72676,100750,,,14418,,,353,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patuakhali 3,Barishal,Patuakhali,"Dasmina, Galachipa",375871,189020,186848,124,5,233127,131114,76554,Md. Nurul Haque,Gono Odhikar Parishad (GOP),97323,Md. Hasan Mamun,Independent Candidate (Independent),81361,82339,,16255,,,38188,,,97323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patuakhali 4,Barishal,Patuakhali,"Kalapara, Rangabali",312603,158123,154475,110,4,209327,125458,61889,A. B. M. Mosharraf Hossain,Bangladesh Nationalist Party (BNP),124013,Mostafizur Rahman,Islami Andolan Bangladesh (IAB),70127,,124013,,,14985,70127,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pirojpur 1,Barishal,Pirojpur,"Nazirpur, Nesharabad, Pirojpur Sadar",392178,198709,193469,167,2,239764,0,0,Masud Sayeedi,Bangladesh Jamaat-e-Islami (Jamaat),132659,Alamgir Hossain,Bangladesh Nationalist Party (BNP),107105,,107105,132659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pirojpur 2,Barishal,Pirojpur,"Kaukhali, Bhandaria, Indurkani",409288,204312,204972,169,7,230093,148341,70881,Ahmad Sohail Manzoor,Bangladesh Nationalist Party (BNP),105185,Shamim Sayeedi,Bangladesh Jamaat-e-Islami (Jamaat),96897,16219,105185,96897,,,6697,4705,,145,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pirojpur 3,Barishal,Pirojpur,Mathbaria,241361,122045,119315,84,6,136375,84457,43365,Md. Ruhul Amin Dulal,Bangladesh Nationalist Party (BNP),63791,Md. Shamim Hamidi,National Citizen Party (NCP),36616,231,63791,,36616,,35968,169,,,,,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajbari 1,Dhaka,Rajbari,"Goalanda, Rajbari Sadar",430216,216150,214058,156,4,255633,157525,87225,Ali Newaz Mahmud Khaiyam,Bangladesh Nationalist Party (BNP),154541,Md. Nurul Islam,Bangladesh Jamaat-e-Islami (Jamaat),101092,,154541,101092,,,,2586,,,,,,,,,,,,,,,,,,,,8087,,,,,,,,,,,,,,,,,,,,
Rajbari 2,Dhaka,Rajbari,"Baliakand, Pangsha, Kalukhali",559696,285544,274146,194,9,304553,207625,114767,Md. Haroon-or-Rashid,Bangladesh Nationalist Party (BNP),237254,Jamil Hijazi,National Citizen Party (NCP),67299,37557,237254,,67299,321,8503,2052,,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,,,,,,,,
Rajshahi 1,Rajshahi,Rajshahi,"Tanor, Godagari",468780,234078,234699,158,5,341688,0,0,Md. Mujibur Rahman,Bangladesh Jamaat-e-Islami (Jamaat),171786,Md. Sharif Uddin,Bangladesh Nationalist Party (BNP),169902,663,169902,171786,,,,,,407,,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajshahi 2,Rajshahi,Rajshahi,Rajshahi City Corporation,369564,178249,191307,112,6,288916,0,0,Md. Mizanur Rahman Minu,Bangladesh Nationalist Party (BNP),128546,Mohammad Jahangir,Bangladesh Jamaat-e-Islami (Jamaat),100370,801,128546,100370,,,,,,,,,796,,,,,,,,,,,,,,,,,,,,552,,,,387,,,,,,,,,,,
Rajshahi 3,Rajshahi,Rajshahi,"Paba, Mohanpur",423738,210897,212835,128,6,314245,0,0,Mohammad Shafiqul Haque Milon,Bangladesh Nationalist Party (BNP),176318,Md. Abul Kalam Azad,Bangladesh Jamaat-e-Islami (Jamaat),137927,1177,176318,137927,,,1154,2390,,,,,,,,,,,,,,,,,,,,,,,,,,,295,,,,,,,,,,,,,
Rajshahi 4,Rajshahi,Rajshahi,Bagmara,319909,160720,159185,122,4,224687,0,0,Md. Abdul Bari Sardar,Bangladesh Jamaat-e-Islami (Jamaat),115226,D. M. D. Ziaur Rahman,Bangladesh Nationalist Party (BNP),109461,,109461,115226,,,670,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajshahi 5,Rajshahi,Rajshahi,"Durgapur, Puthia",353174,176670,176499,132,7,226870,0,0,Professor Nazrul Islam,Bangladesh Nationalist Party (BNP),153425,Manzoor Rahman,Bangladesh Jamaat-e-Islami (Jamaat),73445,9370,153425,73445,,,620,,,,,,,,,,,,,,,938,,,,,,,,,,,,,,,,,,,,,,,,,,
